
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
West Virginia,US,2020-04-18 22:32:47,38,491,-80,954,785,16,255,769,54,59,334,19440,83,2,038,84000054,USA,1469,389,10,573
Wyoming,US,2020-04-18 22:32:47,42,756,-107,302,309,2,206,307,56,62,143,6522,50,,647,84000056,USA,1311,640,16,181
Alaska,US,2020-04-19 23:41:01,61,370,-152,404,319,9,153,310,2,53,366,9895,37,2,821,84000002,USA,1655,377,11,598
Arizona,US,2020-04-19 23:41:01,33,729,-111,431,4933,184,994,4749,4,67,772,52990,631,3,729,84000004,USA,728,012,12,791
Arkansas,US,2020-04-19 23:41:01,34,969,-92,373,1781,39,721,1742,5,68,790,24209,291,2,189,84000005,USA,935,061,16,339
Delaware,US,2020-04-19 23:41:01,39,318,-75,507,2538,67,466,2471,10,260,638,14794,249,2,639,84000010,USA,1519,259,9,810
District of Columbia,US,2020-04-19 23:41:01,38,897,-77,026,2793,96,622,2697,11,395,749,13699,313,3,437,84000011,USA,1941,058,11,206
Guam,US,2020-04-19 23:41:01,13,444,144,793,136,5,112,131,66,82,811,1079,6,3,676,316,GUM,657,009,4,411
Hawaii,US,2020-04-19 23:41:01,21,094,-157,498,580,10,410,570,15,40,966,23470,51,1,724,84000015,USA,1657,736,8,793
Idaho,US,2020-04-19 23:41:01,44,240,-114,478,1668,44,520,1624,16,103,570,16869,151,2,637,84000016,USA,1047,440,9,052
Iowa,US,2020-04-19 23:41:01,42,011,-93,210,2902,75,1171,2827,19,110,733,24550,198,2,584,84000019,USA,936,767,6,822
Kentucky,US,2020-04-19 23:41:01,37,668,-84,670,2960,146,1174,2814,21,86,466,32225,1059,4,932,84000021,USA,941,342,35,777
Maine,US,2020-04-19 23:41:01,44,693,-69,381,867,34,393,833,23,73,849,14943,136,3,921,84000023,USA,1272,821,15,686
Maryland,US,2020-04-19 23:41:01,39,063,-76,802,12847,461,914,12386,24,216,158,67891,2886,3,588,84000024,USA,1142,304,22,464
Michigan,US,2020-04-19 23:41:01,43,326,-84,536,31424,2391,3237,29033,26,394,414,109661,3403,7,608,84000026,USA,1376,395,10,829
Minnesota,US,2020-04-19 23:41:01,45,694,-93,900,2356,134,1160,2222,27,47,630,45716,574,5,687,84000027,USA,924,219,24,363
Montana,US,2020-04-19 23:41:01,46,921,-110,454,433,10,243,423,30,50,000,10898,55,2,309,84000030,USA,1258,448,12,702
New Hampshire,US,2020-04-19 23:41:01,43,452,-71,563,1390,38,513,1352,33,104,657,13424,192,2,733,84000033,USA,1010,730,13,812
New Mexico,US,2020-04-19 23:41:01,34,840,-106,248,1845,55,465,1790,35,110,642,36632,258,2,981,84000035,USA,2196,778,13,983
New York,US,2020-04-19 23:41:01,42,165,-74,948,247815,18298,23887,229517,36,1469,750,617555,55723,7,383,84000036,USA,3662,618,22,485
North Dakota,US,2020-04-19 23:41:01,47,528,-99,783,585,9,189,576,38,96,468,13630,51,1,538,84000038,USA,2247,624,8,717
Oklahoma,US,2020-04-19 23:41:01,35,565,-96,928,2567,140,1575,2427,40,70,181,35565,541,5,453,84000040,USA,972,349,21,075
Rhode Island,US,2020-04-19 23:41:01,41,680,-71,511,4706,150,244,4556,44,444,230,34699,331,3,187,84000044,USA,3275,465,7,033
South Carolina,US,2020-04-19 23:41:01,33,856,-80,945,4377,120,2633,4257,45,86,845,40480,776,2,741,84000045,USA,803,178,17,729
South Dakota,US,2020-04-19 23:41:01,44,299,-99,438,1635,7,646,1628,46,222,179,12062,74,,428,84000046,USA,1639,099,4,525
Tennessee,US,2020-04-19 23:41:01,35,747,-86,692,7070,148,3344,6922,47,107,693,97098,724,2,093,84000047,USA,1479,041,10,240
Texas,US,2020-04-19 23:41:01,31,054,-97,563,19260,490,5334,18770,48,83,795,182710,1471,2,544,84000048,USA,794,924,7,637
Utah,US,2020-04-19 23:41:01,40,150,-111,862,3069,27,679,3042,49,107,087,63555,259,,879,84000049,USA,2217,641,8,439
Vermont,US,2020-04-19 23:41:01,44,045,-72,710,813,38,15,775,50,133,149,12726,53,4,674,84000050,USA,2084,210,6,519
Virginia,US,2020-04-19 23:41:01,37,769,-78,170,8542,277,1267,8265,51,108,027,54733,1422,3,242,84000051,USA,692,189,16,647
West Virginia,US,2020-04-19 23:41:01,38,491,-80,954,890,18,265,872,54,67,271,20031,72,2,022,84000054,USA,1514,061,8,089
Wyoming,US,2020-04-19 23:41:01,42,756,-107,302,313,2,227,311,56,62,947,7281,50,,638,84000056,USA,1464,282,15,974
Alaska,US,2020-04-20 23:36:47,61,370,-152,404,321,9,161,312,2,53,701,10124,46,2,803,84000002,USA,1693,687,14,330
Arizona,US,2020-04-20 23:36:47,33,729,-111,431,5068,191,1155,4877,4,69,627,54500,637,3,768,84000004,USA,748,758,12,569
Arkansas,US,2020-04-20 23:36:47,34,969,-92,373,1973,41,749,1932,5,76,206,26553,291,2,078,84000005,USA,1025,597,14,749
Delaware,US,2020-04-20 23:36:47,39,318,-75,507,2745,72,495,2673,10,281,895,16470,256,2,622,84000010,USA,1691,374,9,326
District of Columbia,US,2020-04-20 23:36:47,38,897,-77,026,2927,105,630,2822,11,414,736,14113,402,3,587,84000011,USA,1999,719,13,734
Guam,US,2020-04-20 23:36:47,13,444,144,793,136,5,112,131,66,82,811,1124,3,3,676,316,GUM,684,410,2,205
Hawaii,US,2020-04-20 23:36:47,21,094,-157,498,584,10,414,574,15,41,249,24175,52,1,712,84000015,USA,1707,532,8,904
Idaho,US,2020-04-20 23:36:47,44,240,-114,478,1672,45,585,1627,16,103,818,17445,151,2,691,84000016,USA,1083,205,9,031
Iowa,US,2020-04-20 23:36:47,42,011,-93,210,3159,79,1235,3080,19,120,539,25820,214,2,500,84000019,USA,985,228,6,774
Kentucky,US,2020-04-20 23:36:47,37,668,-84,670,3050,154,1174,2896,21,89,095,32572,1059,5,049,84000021,USA,951,478,34,721
Maine,US,2020-04-20 23:36:47,44,693,-69,381,875,35,414,840,23,74,531,14951,138,4,000,84000023,USA,1273,502,15,771
Maryland,US,2020-04-20 23:44:33,39,063,-76,802,13684,582,917,13102,24,230,241,71397,3014,4,253,84000024,USA,1201,295,22,025
Michigan,US,2020-04-20 23:36:47,43,326,-84,536,32000,2468,3237,29532,26,401,643,113798,3374,7,712,84000026,USA,1428,320,10,543
Minnesota,US,2020-04-20 23:36:47,45,694,-93,900,2470,143,1202,2327,27,49,934,46850,602,5,789,84000027,USA,947,144,24,372
Montana,US,2020-04-20 23:36:47,46,921,-110,454,433,10,243,423,30,50,000,11051,57,2,309,84000030,USA,1276,116,13,163
New Hampshire,US,2020-04-20 23:36:47,43,452,-71,563,1447,42,521,1405,33,108,948,14118,198,2,902,84000033,USA,1062,983,13,683
New Mexico,US,2020-04-20 23:36:47,34,840,-106,248,1971,58,487,1913,35,118,198,37042,274,2,942,84000035,USA,2221,365,13,901
New York,US,2020-04-20 23:36:47,42,165,-74,948,253060,18611,23887,234449,36,1500,857,633861,57103,7,354,84000036,USA,3759,326,22,565
North Dakota,US,2020-04-20 23:36:47,47,528,-99,783,627,9,189,618,38,103,394,14747,53,1,435,84000038,USA,2431,820,8,452
Oklahoma,US,2020-04-20 23:36:47,35,565,-96,928,2680,143,1614,2537,40,73,271,35646,541,5,335,84000040,USA,974,564,20,186
Rhode Island,US,2020-04-20 23:36:47,41,680,-71,511,5090,155,267,4935,44,480,478,37080,331,3,045,84000044,USA,3500,223,6,502
South Carolina,US,2020-04-20 23:36:47,33,856,-80,945,4446,123,2063,4323,45,88,214,40480,776,2,766,84000045,USA,803,178,17,453
South Dakota,US,2020-04-20 23:36:47,44,299,-99,438,1685,7,709,1678,46,228,973,12326,87,,415,84000046,USA,1674,974,5,163
Tennessee,US,2020-04-20 23:36:47,35,747,-86,692,7238,152,3575,7086,47,110,252,100689,730,2,100,84000047,USA,1533,740,10,085
Texas,US,2020-04-20 23:36:47,31,054,-97,563,19751,507,5706,19244,48,85,931,190394,1411,2,566,84000048,USA,828,356,7,143
Utah,US,2020-04-20 23:36:47,40,150,-111,862,3213,28,776,3185,49,112,112,68311,268,,871,84000049,USA,2383,594,8,341
Vermont,US,2020-04-20 23:36:47,44,045,-72,710,816,38,15,778,50,133,641,12981,49,4,656,84000050,USA,2125,973,6,004
Virginia,US,2020-04-20 23:36:47,37,769,-78,170,8990,300,1324,8690,51,113,693,56735,1500,3,337,84000051,USA,717,507,16,685
West Virginia,US,2020-04-20 23:36:47,38,491,-80,954,902,24,290,878,54,68,178,22155,77,2,660,84000054,USA,1674,605,8,536
Wyoming,US,2020-04-20 23:36:47,42,756,-107,302,317,2,233,315,56,63,751,7386,51,,630,84000056,USA,1485,399,16,088
Alaska,US,2020-04-21 23:40:34,61,370,-152,404,329,9,168,320,2,55,039,11119,42,2,735,84000002,USA,1860,145,12,765
Arizona,US,2020-04-21 23:40:34,33,729,-111,431,5256,208,1155,5048,4,72,210,55152,637,3,957,84000004,USA,757,715,12,119
Arkansas,US,2020-04-21 23:40:34,34,969,-92,373,1990,42,809,1948,5,76,862,27441,291,2,110,84000005,USA,1059,896,14,623
Delaware,US,2020-04-21 23:40:34,39,318,-75,507,2931,82,565,2849,10,300,996,16656,263,2,797,84000010,USA,1710,476,8,973
District of Columbia,US,2020-04-21 23:40:34,38,897,-77,026,3098,112,636,2986,11,438,966,14939,402,3,615,84000011,USA,2116,758,12,976
Guam,US,2020-04-21 23:40:34,13,444,144,793,136,5,114,131,66,82,811,1166,3,3,676,316,GUM,709,984,2,205
Hawaii,US,2020-04-21 23:40:34,21,094,-157,498,586,10,423,576,15,41,390,24696,55,1,706,84000015,USA,1744,331,9,385
Idaho,US,2020-04-21 23:40:34,44,240,-114,478,1736,48,660,1688,16,107,792,17660,157,2,764,84000016,USA,1096,555,9,043
Iowa,US,2020-04-21 23:40:34,42,011,-93,210,3641,83,1293,3558,19,138,931,27615,214,2,279,84000019,USA,1053,720,5,877
Kentucky,US,2020-04-21 23:40:34,37,668,-84,670,3204,171,1174,3033,21,93,593,32820,1059,5,337,84000021,USA,958,723,33,052
Maine,US,2020-04-21 23:40:34,44,693,-69,381,888,36,443,852,23,75,638,14964,139,4,054,84000023,USA,1274,610,15,653
Maryland,US,2020-04-21 23:40:34,39,063,-76,802,14193,652,930,13541,24,238,805,73635,3158,4,593,84000024,USA,1238,950,22,250
Michigan,US,2020-04-21 23:40:34,43,326,-84,536,32667,2575,3237,30092,26,410,015,117226,3357,7,882,84000026,USA,1471,346,10,276
Minnesota,US,2020-04-21 23:40:34,45,694,-93,900,2567,160,1254,2407,27,51,895,47697,629,6,232,84000027,USA,964,268,24,503
Montana,US,2020-04-21 23:40:34,46,921,-110,454,437,12,273,425,30,50,462,11241,59,2,745,84000030,USA,1298,056,13,501
New Hampshire,US,2020-04-21 23:40:34,43,452,-71,563,1490,42,521,1448,33,112,186,14339,206,2,818,84000033,USA,1079,623,13,825
New Mexico,US,2020-04-21 23:40:34,34,840,-106,248,1971,58,501,1913,35,118,198,38755,291,2,942,84000035,USA,2324,091,14,764
New York,US,2020-04-21 23:40:34,42,165,-74,948,258361,19104,23887,239257,36,1532,297,649325,57103,7,394,84000036,USA,3851,041,22,102
North Dakota,US,2020-04-21 23:40:34,47,528,-99,783,644,13,214,631,38,106,197,14987,54,2,018,84000038,USA,2471,397,8,385
Oklahoma,US,2020-04-21 23:40:34,35,565,-96,928,2807,164,1702,2643,40,76,743,44344,561,5,842,84000040,USA,1212,368,19,985
Rhode Island,US,2020-04-21 23:40:34,41,680,-71,511,5500,171,315,5329,44,519,180,39333,576,3,109,84000044,USA,3712,898,10,472
South Carolina,US,2020-04-21 23:40:34,33,856,-80,945,4439,124,2063,4315,45,88,075,41277,776,2,793,84000045,USA,818,992,17,481
South Dakota,US,2020-04-21 23:40:34,44,299,-99,438,1755,8,824,1747,46,238,486,12815,100,,455,84000046,USA,1741,424,5,698
Tennessee,US,2020-04-21 23:40:34,35,747,-86,692,7394,157,3828,7237,47,112,628,108182,760,2,123,84000047,USA,1647,877,10,278
Texas,US,2020-04-21 23:40:34,31,054,-97,563,20574,533,6486,20041,48,89,512,205399,1419,2,590,84000048,USA,893,638,6,897
Utah,US,2020-04-21 23:40:34,40,150,-111,862,3297,32,888,3265,49,115,043,72358,277,,970,84000049,USA,2524,807,8,401
Vermont,US,2020-04-21 23:40:34,44,045,-72,710,818,40,1710,778,50,133,968,13111,41,4,889,84000050,USA,2147,263,5,012
Virginia,US,2020-04-21 23:40:34,37,769,-78,170,9630,324,1418,9306,51,121,787,58354,1581,3,364,84000051,USA,737,982,16,417
West Virginia,US,2020-04-21 23:40:34,38,491,-80,954,908,26,330,882,54,68,632,22763,85,2,863,84000054,USA,1720,561,9,361
Wyoming,US,2020-04-21 23:40:34,42,756,-107,302,443,2,237,441,56,89,091,7621,52,,451,84000056,USA,1532,660,11,738
Alaska,US,2020-04-22 23:40:26,61,370,-152,404,335,9,196,326,2,56,043,12159,39,2,686,84000002,USA,2034,131,11,641
Arizona,US,2020-04-22 23:40:26,33,729,-111,431,5473,231,1265,5242,4,75,191,56601,664,4,220,84000004,USA,777,623,12,132
Arkansas,US,2020-04-22 23:40:26,34,969,-92,373,2276,42,863,2234,5,87,909,29713,291,1,845,84000005,USA,1147,651,12,785
Delaware,US,2020-04-22 23:40:26,39,318,-75,507,3200,89,599,3111,10,328,621,16553,269,2,781,84000010,USA,1699,898,8,406
District of Columbia,US,2020-04-22 23:40:26,38,897,-77,026,3206,127,645,3079,11,454,269,15502,402,3,961,84000011,USA,2196,531,12,538
Guam,US,2020-04-22 23:40:26,13,444,144,793,136,5,119,131,66,82,811,1220,3,3,676,316,GUM,742,865,2,205
Hawaii,US,2020-04-22 23:40:26,21,094,-157,498,592,12,437,580,15,41,814,25342,56,2,027,84000015,USA,1789,959,9,459
Idaho,US,2020-04-22 23:40:26,44,240,-114,478,1766,51,710,1715,16,109,655,17730,158,2,887,84000016,USA,1100,902,8,946
Iowa,US,2020-04-22 23:40:26,42,011,-93,210,3748,90,1428,3658,19,143,014,28244,272,2,401,84000019,USA,1077,721,7,257
Kentucky,US,2020-04-22 23:40:26,37,668,-84,670,3378,185,1266,3193,21,98,676,33328,1076,5,476,84000021,USA,973,562,31,853
Maine,US,2020-04-22 23:40:26,44,693,-69,381,907,39,455,868,23,77,256,17691,144,4,299,84000023,USA,1506,891,15,876
Maryland,US,2020-04-22 23:40:26,39,063,-76,802,14775,698,981,14077,24,248,597,76529,3325,4,724,84000024,USA,1287,644,22,504
Michigan,US,2020-04-22 23:40:26,43,326,-84,536,33966,2813,3237,31153,26,426,319,118225,3305,8,281,84000026,USA,1483,885,9,730
Minnesota,US,2020-04-22 23:40:26,45,694,-93,900,2722,179,1317,2543,27,55,029,49344,660,6,576,84000027,USA,997,564,24,246
Montana,US,2020-04-22 23:40:26,46,921,-110,454,439,14,296,425,30,50,693,11583,59,3,189,84000030,USA,1337,548,13,439
New Hampshire,US,2020-04-22 23:40:26,43,452,-71,563,1588,48,546,1540,33,119,564,15041,206,3,022,84000033,USA,1132,479,12,972
New Mexico,US,2020-04-22 23:40:26,34,840,-106,248,2210,71,529,2139,35,132,531,40877,306,3,212,84000035,USA,2451,345,13,846
New York,US,2020-04-22 23:40:26,42,165,-74,948,263292,19413,23887,243879,36,1561,542,669982,57103,7,373,84000036,USA,3973,554,21,688
North Dakota,US,2020-04-22 23:40:26,47,528,-99,783,679,14,229,665,38,111,968,15589,62,2,061,84000038,USA,2570,669,9,131
Oklahoma,US,2020-04-22 23:40:26,35,565,-96,928,2894,170,1772,2724,40,79,122,45913,588,5,874,84000040,USA,1255,265,20,317
Rhode Island,US,2020-04-22 23:40:26,41,680,-71,511,5841,181,315,5660,44,551,370,41722,576,3,098,84000044,USA,3938,411,9,861
South Carolina,US,2020-04-22 23:40:26,33,856,-80,945,4761,140,3317,4621,45,94,464,43111,837,2,940,84000045,USA,855,381,17,580
South Dakota,US,2020-04-22 23:40:26,44,299,-99,438,1858,9,937,1849,46,252,482,13446,111,,484,84000046,USA,1827,170,5,974
Tennessee,US,2020-04-22 23:40:26,35,747,-86,692,7394,157,4012,7237,47,112,628,114980,775,2,123,84000047,USA,1751,427,10,481
Texas,US,2020-04-22 23:40:26,31,054,-97,563,21321,556,7341,20765,48,92,762,216783,1678,2,607,84000048,USA,943,167,7,870
Utah,US,2020-04-22 23:40:26,40,150,-111,862,3445,32,970,3413,49,120,207,76460,288,,928,84000049,USA,2667,939,8,359
Vermont,US,2020-04-22 23:40:26,44,045,-72,710,823,40,1710,783,50,134,787,13462,37,4,860,84000050,USA,2204,749,4,495
Virginia,US,2020-04-22 23:40:26,37,769,-78,170,10266,349,1497,9917,51,129,830,58354,1581,3,399,84000051,USA,737,982,15,400
West Virginia,US,2020-04-22 23:40:26,38,491,-80,954,939,27,330,912,54,70,975,25836,103,2,875,84000054,USA,1952,837,10,969
Wyoming,US,2020-04-22 23:40:26,42,756,-107,302,447,6,254,441,56,89,896,7623,52,1,342,84000056,USA,1533,062,11,633
Alaska,US,2020-04-24 03:33:00,61,370,-152,404,337,9,209,328,2,56,378,12161,42,2,670,84000002,USA,2034,465,12,462
Arizona,US,2020-04-24 03:33:00,33,729,-111,431,5772,249,1282,5523,4,79,299,58697,699,4,313,84000004,USA,806,419,12,110
Arkansas,US,2020-04-24 03:33:00,34,969,-92,373,2599,45,902,2554,5,100,385,31590,291,1,731,84000005,USA,1220,149,11,196
Delaware,US,2020-04-24 03:33:00,39,318,-75,507,3308,92,643,3216,10,339,712,16912,290,2,781,84000010,USA,1736,765,8,766
District of Columbia,US,2020-04-24 03:33:00,38,897,-77,026,3361,139,648,3222,11,476,231,15930,402,4,135,84000011,USA,2257,176,11,960
Guam,US,2020-04-24 03:33:00,13,444,144,793,139,5,126,134,66,84,637,1315,2,3,597,316,GUM,800,711,1,438
Hawaii,US,2020-04-24 03:33:00,21,094,-157,498,596,12,444,584,15,42,096,26128,63,2,013,84000015,USA,1845,476,10,570
Idaho,US,2020-04-24 03:33:00,44,240,-114,478,1836,54,767,1782,16,114,002,18092,162,2,941,84000016,USA,1123,379,8,823
Iowa,US,2020-04-24 03:33:00,42,011,-93,210,3924,96,1492,3828,19,149,730,29262,282,2,446,84000019,USA,1116,566,7,186
Kentucky,US,2020-04-24 03:33:00,37,668,-84,670,3479,191,1311,3288,21,101,626,36075,1105,5,490,84000021,USA,1053,806,31,762
Maine,US,2020-04-24 03:33:00,44,693,-69,381,937,44,485,893,23,79,812,17721,150,4,695,84000023,USA,1509,447,16,008
Maryland,US,2020-04-24 03:33:00,39,063,-76,802,15737,748,1040,14989,24,264,783,80100,3477,4,753,84000024,USA,1347,728,22,094
Michigan,US,2020-04-24 03:33:00,43,326,-84,536,35296,2977,3237,32319,26,443,013,128321,3611,8,434,84000026,USA,1610,604,10,230
Minnesota,US,2020-04-24 03:33:00,45,694,-93,900,2942,200,1536,2742,27,59,477,51548,712,6,798,84000027,USA,1042,121,24,201
Montana,US,2020-04-24 03:33:00,46,921,-110,454,442,14,306,428,30,51,040,11875,59,3,167,84000030,USA,1371,267,13,348
New Hampshire,US,2020-04-24 03:33:00,43,452,-71,563,1670,51,550,1619,33,125,738,16012,213,3,053,84000033,USA,1205,588,12,754
New Mexico,US,2020-04-24 03:33:00,34,840,-106,248,2379,78,547,2301,35,142,665,41232,331,3,278,84000035,USA,2472,634,13,913
New York,US,2020-04-24 03:33:00,42,165,-74,948,263460,20973,23887,242487,36,1562,538,695920,57103,7,960,84000036,USA,4127,388,21,674
North Dakota,US,2020-04-24 03:33:00,47,528,-99,783,709,15,269,694,38,116,916,16330,65,2,115,84000038,USA,2692,862,9,167
Oklahoma,US,2020-04-24 03:33:00,35,565,-96,928,3017,179,1884,2838,40,82,485,46036,622,5,933,84000040,USA,1258,627,20,616
Rhode Island,US,2020-04-24 03:33:00,41,680,-71,511,6256,189,342,6067,44,590,544,44419,576,3,021,84000044,USA,4192,999,9,207
South Carolina,US,2020-04-24 03:33:00,33,856,-80,945,4917,150,3317,4767,45,97,560,44463,837,3,050,84000045,USA,882,206,17,022
South Dakota,US,2020-04-24 03:33:00,44,299,-99,438,1956,9,1064,1947,46,265,799,14065,119,,460,84000046,USA,1911,285,6,083
Tennessee,US,2020-04-24 03:33:00,35,747,-86,692,8266,171,4193,8095,47,125,911,123100,793,2,068,84000047,USA,1875,115,9,593
Texas,US,2020-04-24 03:33:00,31,054,-97,563,22650,604,8025,22046,48,98,544,225078,1649,2,666,84000048,USA,979,257,7,280
Utah,US,2020-04-24 03:33:00,40,150,-111,862,3612,35,1050,3577,49,126,034,80627,301,,968,84000049,USA,2813,339,8,333
Vermont,US,2020-04-24 03:33:00,44,045,-72,710,825,43,1710,782,50,135,114,13852,44,5,212,84000050,USA,2268,621,5,333
Virginia,US,2020-04-24 03:33:00,37,769,-78,170,10998,373,1567,10625,51,139,087,64518,1753,3,391,84000051,USA,815,936,15,939
West Virginia,US,2020-04-24 03:33:00,38,491,-80,954,981,31,380,950,54,74,149,27905,108,3,160,84000054,USA,2109,224,11,009
Wyoming,US,2020-04-24 03:33:00,42,756,-107,302,453,7,275,446,56,91,102,7567,52,1,545,84000056,USA,1521,800,11,479
Alaska,US,2020-04-25 06:32:46,61,370,-152,404,339,9,208,330,2,56,712,12281,36,2,654,84000002,USA,2054,541,10,619
Arizona,US,2020-04-25 06:32:46,33,729,-111,431,6045,266,1313,5779,4,83,050,60714,984,4,400,84000004,USA,834,130,16,277
Arkansas,US,2020-04-25 06:32:46,34,969,-92,373,2810,47,929,2763,5,108,534,35578,291,1,672,84000005,USA,1374,184,10,355
Delaware,US,2020-04-25 06:32:46,39,318,-75,507,3442,100,703,3342,10,353,473,17379,277,2,905,84000010,USA,1784,724,8,047
District of Columbia,US,2020-04-25 06:32:46,38,897,-77,026,3528,153,651,3375,11,499,894,16533,402,4,336,84000011,USA,2342,617,11,394
Guam,US,2020-04-25 06:32:46,13,444,144,793,141,5,126,136,66,85,855,1374,2,3,546,316,GUM,836,636,1,418
Hawaii,US,2020-04-25 06:32:46,21,094,-157,498,601,13,463,588,15,42,449,28040,67,2,163,84000015,USA,1980,525,11,148
Idaho,US,2020-04-25 06:32:46,44,240,-114,478,1870,54,867,1816,16,116,113,19361,168,2,887,84000016,USA,1202,175,8,983
Iowa,US,2020-04-25 06:32:46,42,011,-93,210,4445,107,1604,4338,19,169,610,31973,278,2,407,84000019,USA,1220,011,6,254
Kentucky,US,2020-04-25 06:32:46,37,668,-84,670,3779,200,1341,3579,21,110,390,44962,1143,5,292,84000021,USA,1313,409,30,246
Louisiana,US,2020-04-25 06:32:46,31,169,-91,867,26140,1660,14927,24480,22,568,598,143716,1697,6,350,84000022,USA,3126,118,6,491
Maine,US,2020-04-25 06:32:46,44,693,-69,381,965,47,499,918,23,82,197,17749,152,4,870,84000023,USA,1511,832,15,751
Maryland,US,2020-04-25 06:32:46,39,063,-76,802,16616,798,1108,15818,24,279,573,84716,3618,4,802,84000024,USA,1425,395,21,774
Michigan,US,2020-04-25 06:32:46,43,326,-84,536,36641,3085,3237,33556,26,459,894,136296,3022,8,419,84000026,USA,1710,701,8,247
Minnesota,US,2020-04-25 06:32:46,45,694,-93,900,3185,221,1594,2964,27,64,389,53787,756,6,938,84000027,USA,1087,386,23,736
Montana,US,2020-04-25 06:32:46,46,921,-110,454,444,14,325,430,30,51,270,12127,59,3,153,84000030,USA,1400,367,13,288
New Hampshire,US,2020-04-25 06:32:46,43,452,-71,563,1720,53,578,1667,33,129,503,17727,224,3,081,84000033,USA,1334,715,13,023
New Mexico,US,2020-04-25 06:32:46,34,840,-106,248,2521,84,614,2437,35,151,181,51510,412,3,332,84000035,USA,3088,994,16,342
New York,US,2020-04-25 06:32:46,42,165,-74,948,271590,21411,23887,250179,36,1610,756,730656,57103,7,883,84000036,USA,4333,402,21,025
North Dakota,US,2020-04-25 06:32:46,47,528,-99,783,748,15,285,733,38,123,347,17449,67,2,005,84000038,USA,2877,388,8,957
Oklahoma,US,2020-04-25 06:32:46,35,565,-96,928,3121,188,1961,2933,40,85,328,53012,637,6,023,84000040,USA,1449,352,20,410
Rhode Island,US,2020-04-25 06:32:46,41,680,-71,511,6699,202,377,6497,44,632,362,47257,576,3,015,84000044,USA,4460,896,8,598
South Carolina,US,2020-04-25 06:32:46,33,856,-80,945,5070,157,3701,4913,45,100,595,46996,944,3,096,84000045,USA,932,464,18,619
South Dakota,US,2020-04-25 06:32:46,44,299,-99,438,2040,10,1190,2030,46,277,214,14824,124,,490,84000046,USA,2014,426,6,078
Tennessee,US,2020-04-25 06:32:46,35,747,-86,692,8728,169,4370,8559,47,132,948,131328,808,1,936,84000047,USA,2000,448,9,257
Texas,US,2020-04-25 06:32:46,31,054,-97,563,23642,624,9156,23018,48,102,860,242547,1674,2,639,84000048,USA,1055,260,7,080
Utah,US,2020-04-25 06:32:46,40,150,-111,862,3782,39,1252,3743,49,131,966,84697,315,1,031,84000049,USA,2955,355,8,328
Vermont,US,2020-04-25 06:32:46,44,045,-72,710,827,44,1710,783,50,135,442,14310,32,5,320,84000050,USA,2343,631,3,869
Virginia,US,2020-04-25 06:32:46,37,769,-78,170,11594,411,1672,11183,51,146,625,69440,1837,3,544,84000051,USA,878,183,15,844
West Virginia,US,2020-04-25 06:32:46,38,491,-80,954,1010,32,439,978,54,76,341,29811,97,3,168,84000054,USA,2253,291,9,603
Wyoming,US,2020-04-25 06:32:46,42,756,-107,302,473,7,321,466,56,95,125,8045,54,1,479,84000056,USA,1617,930,11,416
Alaska,US,2020-04-26 02:32:45,61,370,-152,404,339,9,217,330,2,56,712,15732,32,2,654,84000002,USA,2631,873,9,439
Arizona,US,2020-04-26 02:32:45,33,729,-111,431,6286,273,1345,6013,4,86,361,62508,1022,4,342,84000004,USA,858,777,16,258
Arkansas,US,2020-04-26 02:32:45,34,969,-92,373,2911,48,964,2863,5,112,436,38053,291,1,648,84000005,USA,1469,779,9,996
Colorado,US,2020-04-26 02:32:45,39,059,-105,311,12968,684,2086,12284,8,228,841,56789,2366,5,274,84000008,USA,1002,132,18,244
Delaware,US,2020-04-26 02:32:45,39,318,-75,507,3576,112,809,3464,10,367,234,17698,300,3,131,84000010,USA,1817,483,8,389
District of Columbia,US,2020-04-26 02:32:45,38,897,-77,026,3699,165,652,3534,11,524,124,17302,402,4,460,84000011,USA,2451,579,10,867
Guam,US,2020-04-26 02:32:45,13,444,144,793,141,5,128,136,66,85,855,1449,2,3,546,316,GUM,882,304,1,418
Hawaii,US,2020-04-26 02:32:45,21,094,-157,498,605,13,463,592,15,42,732,28040,67,2,148,84000015,USA,1980,525,11,074
Idaho,US,2020-04-26 02:32:45,44,240,-114,478,1887,56,867,1831,16,117,168,19361,168,2,967,84000016,USA,1202,175,8,903
Iowa,US,2020-04-26 02:32:45,42,011,-93,210,5092,112,1723,4980,19,194,298,34350,293,2,199,84000019,USA,1310,712,5,754
Kentucky,US,2020-04-26 02:32:45,37,668,-84,670,3915,205,1341,3710,21,114,363,44962,1143,5,236,84000021,USA,1313,409,29,195
Louisiana,US,2020-04-26 02:32:45,31,169,-91,867,26512,1707,14927,24805,22,576,690,139002,1700,6,438,84000022,USA,3023,579,6,412
Maine,US,2020-04-26 02:32:45,44,693,-69,381,965,47,519,918,23,82,197,17774,156,4,870,84000023,USA,1513,961,16,165
Maryland,US,2020-04-26 02:32:45,39,063,-76,802,17766,875,1165,16891,24,298,923,89123,3760,4,925,84000024,USA,1499,545,21,164
