Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-12 23:18:15,32.3182,-86.9023,3563,93,,3470,1,75.98802021,21583,437,2.610159978,84000001,USA,460.3001516,12.26494527
Alaska,US,2020-04-12 23:18:15,61.3707,-152.4044,272,8,66,264,2,45.50404936,8038,31,2.941176471,84000002,USA,1344.711576,11.39705882
Arizona,US,2020-04-12 23:18:15,33.7298,-111.4312,3542,115,,3427,4,48.66242224,42109,,3.246753247,84000004,USA,578.5222863,
Arkansas,US,2020-04-12 23:18:15,34.9697,-92.3731,1280,27,367,1253,5,49.43942261,19722,130,2.109375,84000005,USA,761.7533537,10.15625
California,US,2020-04-12 23:18:15,36.1162,-119.6816,22795,640,,22155,6,58.13772584,190328,5234,2.81202018,84000006,USA,485.4238685,22.9611757
Colorado,US,2020-04-12 23:18:15,39.0598,-105.3111,7307,289,,7018,8,128.943729,34873,1376,3.955111537,84000008,USA,615.3899908,18.8312577
Connecticut,US,2020-04-12 23:18:15,41.5978,-72.7554,12035,554,,11481,9,337.5604825,41220,1654,4.603240548,84000009,USA,1156.148159,13.74324886
Delaware,US,2020-04-12 23:18:15,39.3185,-75.5071,1625,35,191,1590,10,166.8782169,11103,190,2.153846154,84000010,USA,1140.214672,11.69230769
Diamond Princess,US,2020-04-12 23:18:15,,,49,0,0,49,888,,,,0,84088888,USA,,
District of Columbia,US,2020-04-12 23:18:15,38.8974,-77.0268,1875,50,493,1825,11,265.6751905,10640,,2.666666667,84000011,USA,1507.618148,
Florida,US,2020-04-12 23:18:15,27.7663,-81.6868,19895,461,,19434,12,93.70022691,182753,2772,2.317165117,84000012,USA,860.7186513,13.93314903
Georgia,US,2020-04-12 23:18:15,33.0406,-83.6431,12452,433,,12019,13,122.8081405,54453,2505,3.477353036,84000013,USA,537.0439828,20.11725024
Grand Princess,US,2020-04-12 23:18:15,,,103,0,0,103,999,,,,0,84099999,USA,,
Guam,US,2020-04-12 23:18:15,13.4443,144.7937,133,5,58,128,66,80.98447899,826,13,3.759398496,316,GUM,502.9562379,9.77443609
Hawaii,US,2020-04-12 23:18:15,21.0943,-157.4983,499,9,300,490,15,35.24543964,17968,44,1.803607214,84000015,USA,1269.118355,8.817635271
Idaho,US,2020-04-12 23:18:15,44.2405,-114.4788,1407,27,,1380,16,87.36433536,14308,131,1.918976546,84000016,USA,888.4214004,9.310589908
Illinois,US,2020-04-12 23:18:15,40.3495,-88.9861,20852,720,,20132,17,177.6807818,100735,3680,3.452906196,84000017,USA,858.3672336,17.64818722
Indiana,US,2020-04-12 23:18:15,39.8494,-86.2583,7928,343,,7585,18,121.1492553,42489,,4.326437941,84000018,USA,649.2823801,
Iowa,US,2020-04-12 23:18:15,42.0115,-93.2105,1587,41,674,1546,19,60.55603952,17592,129,2.583490863,84000019,USA,671.2677046,8.128544423
Kansas,US,2020-04-12 23:18:15,38.5266,-96.7265,1344,56,,1288,20,55.11612114,13253,298,4.166666667,84000020,USA,543.4925249,22.17261905
Kentucky,US,2020-04-12 23:18:15,37.6681,-84.6701,1963,97,464,1866,21,57.34228025,24567,459,4.9414162,84000021,USA,717.6402439,23.38257769
Louisiana,US,2020-04-12 23:18:15,31.1695,-91.8678,20595,840,,19755,22,447.9836494,104045,2084,4.078659869,84000022,USA,2263.19295,10.11896091
Maine,US,2020-04-12 23:18:15,44.6939,-69.3819,633,19,266,614,23,53.91795272,6721,120,3.001579779,84000023,USA,572.4842974,18.95734597
Maryland,US,2020-04-12 23:18:15,39.0639,-76.8021,8225,236,456,7989,24,138.3903145,49764,1860,2.869300912,84000024,USA,837.3076732,22.61398176
Massachusetts,US,2020-04-12 23:18:15,42.2302,-71.5301,25475,756,,24719,25,371.1516059,116730,2235,2.967615309,84000025,USA,1700.668379,8.773307164
Michigan,US,2020-04-12 23:18:15,43.3266,-84.5361,24244,1479,433,22765,26,304.2953668,79437,3636,6.100478469,84000026,USA,997.0430232,14.99752516
Minnesota,US,2020-04-12 23:18:15,45.6945,-93.9002,1621,70,842,1551,27,32.77100367,37421,361,4.318322023,84000027,USA,756.5229662,22.27020358
Mississippi,US,2020-04-12 23:18:15,32.7416,-89.6787,2781,96,,2685,28,96.05534114,21413,548,3.451995685,84000028,USA,739.6019489,19.70514204
Missouri,US,2020-04-12 23:18:15,38.4561,-92.2884,4269,118,,4151,29,72.85659283,45200,988,2.764113375,84000029,USA,771.4026695,23.14359335
Montana,US,2020-04-12 23:18:15,46.9219,-110.4544,387,6,169,381,30,44.68889256,8913,47,1.550387597,84000030,USA,1029.230231,12.14470284
Nebraska,US,2020-04-12 23:18:15,41.1254,-98.2681,791,17,,774,31,51.85960275,10691,,2.149178255,84000031,USA,700.924163,
Nevada,US,2020-04-12 23:18:15,38.3135,-117.0554,2836,112,,2724,32,94.01010443,24611,282,3.94922426,84000032,USA,815.8260508,9.943582511
New Hampshire,US,2020-04-12 23:18:15,43.4525,-71.5639,929,23,236,906,33,69.94702398,10925,146,2.475780409,84000033,USA,822.5739902,15.71582347
New Jersey,US,2020-04-12 23:18:15,40.2989,-74.521,61850,2350,,59500,34,696.3372772,126735,7604,3.799514956,84000034,USA,1426.844055,12.29426031
New Mexico,US,2020-04-12 23:18:15,34.8405,-106.2485,1245,26,235,1219,35,74.66119111,28692,78,2.088353414,84000035,USA,1720.625619,6.265060241
New York,US,2020-04-12 23:18:15,42.1657,-74.9481,189033,9385,23887,179648,36,1121.124012,461601,42594,4.964741606,84000036,USA,2737.680538,22.53257368
North Carolina,US,2020-04-12 23:18:15,35.6301,-79.8064,4570,89,,4481,37,46.07841902,62139,331,1.947483589,84000037,USA,626.5354222,7.242888403
North Dakota,US,2020-04-12 23:18:15,47.5289,-99.784,308,7,121,301,38,50.79004911,10350,39,2.272727273,84000038,USA,1706.743533,12.66233766
Ohio,US,2020-04-12 23:18:15,40.3888,-82.7649,6604,253,,6351,39,59.10222609,63243,1948,3.831011508,84000039,USA,565.9906245,29.49727438
Oklahoma,US,2020-04-12 23:18:15,35.5653,-96.9289,1970,96,865,1874,40,53.85995428,22760,446,4.873096447,84000040,USA,622.2601824,22.63959391
Oregon,US,2020-04-12 23:18:15,44.572,-122.0709,1527,52,,1475,41,38.1076067,29758,359,3.405370007,84000041,USA,742.6366471,23.51015062
Pennsylvania,US,2020-04-12 23:18:15,40.5908,-77.2098,22938,557,,22381,42,182.2284446,124890,2097,2.428284942,84000042,USA,992.175013,9.142035051
Puerto Rico,US,2020-04-12 23:18:15,18.2208,-66.5901,897,44,,853,72,30.57876709,6716,,4.905239688,630,PRI,228.9487177,
Rhode Island,US,2020-04-12 23:18:15,41.6809,-71.5118,2665,63,35,2602,44,251.5667464,20350,201,2.363977486,84000044,USA,1920.969339,7.542213884
South Carolina,US,2020-04-12 23:18:15,33.8569,-80.945,3320,82,,3238,45,65.87334263,31425,496,2.469879518,84000045,USA,623.5149976,14.93975904
South Dakota,US,2020-04-12 23:18:15,44.2998,-99.4388,730,6,197,724,46,99.19933903,8553,43,0.821917808,84000046,USA,1162.262941,5.890410959
Tennessee,US,2020-04-12 23:18:15,35.7478,-86.6923,5508,106,1504,5402,47,83.90037425,70677,567,1.924473493,84000047,USA,1076.584377,10.29411765
Texas,US,2020-04-12 23:18:15,31.0545,-97.5635,13677,283,2014,13394,48,59.50516088,124533,1338,2.069167215,84000048,USA,541.811523,9.782847116
Utah,US,2020-04-12 23:18:15,40.15,-111.8624,2303,18,,2285,49,80.3592053,44234,195,0.781589231,84000049,USA,1543.468991,8.467216674
Vermont,US,2020-04-12 23:18:15,44.0459,-72.7107,727,27,15,700,50,119.0649715,9841,34,3.71389271,84000050,USA,1611.717172,4.676753783
Virginia,US,2020-04-12 23:18:15,37.7693,-78.17,5274,141,,5133,51,66.69845192,39985,751,2.673492605,84000051,USA,505.6764505,14.23966629
Washington,US,2020-04-12 23:18:15,47.4009,-121.4905,10609,506,,10103,53,140.5276682,93615,642,4.7695353,84000053,USA,1240.031828,6.051465737
West Virginia,US,2020-04-12 23:18:15,38.4912,-80.9545,593,6,83,587,54,44.82244115,16257,81,1.011804384,84000054,USA,1228.800044,13.65935919
Wisconsin,US,2020-04-12 23:18:15,44.2685,-89.6165,3341,144,,3197,55,64.56573888,39257,974,4.3100868,84000055,USA,758.6522632,29.15294822
Wyoming,US,2020-04-12 23:18:15,42.756,-107.3025,270,0,137,270,56,54.29973453,5459,40,0,84000056,USA,1097.860188,14.81481481
American Samoa,US,,-14.271,-170.1322,0,0,,0,60,0,3,,,16,ASM,5.391707554,
Northern Mariana Islands,US,2020-04-12 23:18:15,15.0979,145.6739,11,2,,9,69,19.9477731,38,,18.18181818,580,MNP,68.9104889,
Recovered,US,,,,0,0,32988,-32988,,,,,,84070001,USA,,
Virgin Islands,US,,18.3358,-64.8963,51,1,43,50,,47.54446806,350,3,1.960784314,850,VIR,326.2855651,5.882352941
Alabama,US,2020-04-13 23:07:54,32.3182,-86.9023,3734,99,,3635.0,1,79.63493333293523,29182,457,2.6513122656668453,84000001,USA,622.3638523089759,12.23888591322978
Alaska,US,2020-04-13 23:07:54,61.3707,-152.4044,277,8,85,269.0,2,46.34052085407085,7830,32,2.888086642599278,84000002,USA,1309.9143620482844,11.552346570397113
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-13 23:07:54,33.7298,-111.4312,3705,122,,3583.0,4,50.90182789082197,43347,525,3.292847503373819,84000004,USA,595.5307782951309,14.17004048582996
Arkansas,US,2020-04-13 23:07:54,34.9697,-92.3731,1410,29,391,1381.0,5,54.46061396810462,20804,130,2.0567375886524824,84000005,USA,803.5451155974812,9.21985815602837
California,US,2020-04-13 23:07:54,36.1162,-119.6816,23931,714,,23217.0,6,61.035047905282056,190882,3015,2.987756466507877,84000006,USA,486.8368231271593,12.598721323805941
Colorado,US,2020-04-13 23:07:54,39.0598,-105.3111,7691,306,,7385.0,8,135.7200246417166,37534,1472,3.9786763749837473,84000008,USA,662.3476017295789,19.139253673124433
Connecticut,US,2020-04-13 23:07:54,41.5978,-72.7554,13381,602,,12779.0,9,375.31340394195473,44309,1760,4.498916373963082,84000009,USA,1242.7891499337923,13.152978103280772
Delaware,US,2020-04-13 23:07:54,39.3185,-75.5071,1758,41,213,1717.0,10,180.53655711240094,11820,201,2.3321956769055747,84000010,USA,1213.8464761482248,11.433447098976108
Diamond Princess,US,2020-04-13 23:07:54,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-13 23:07:54,38.8974,-77.0268,1955,52,507,1903.0,11,277.0106652648463,10934,295,2.659846547314578,84000011,USA,1549.276017394286,15.089514066496164
Florida,US,2020-04-14 00:42:00,27.7663,-81.6868,21019,499,,122520.0,12,579.3871934514303,196207,2833,0.40562839886521596,84000012,USA,924.083459185368,2.3028963005714562
Georgia,US,2020-04-13 23:07:54,33.0406,-83.6431,13315,465,,12850.0,13,131.31949811985785,57021,2589,3.492301915133308,84000013,USA,562.3709427181686,19.444235824258357
Grand Princess,US,2020-04-13 23:07:54,,,103,0,0,103.0,99999,,,,0.0,84099999,USA,,
Guam,US,2020-04-13 23:07:54,13.4443,144.7937,133,5,58,128.0,66,80.9844789897034,905,12,3.7593984962406015,316,GUM,551.0598006442224,9.022556390977444
Hawaii,US,2020-04-13 23:07:54,21.0943,-157.4983,504,9,310,495.0,15,35.598600353443246,18844,44,1.7857142857142858,84000015,USA,1330.9921132148502,8.73015873015873
Idaho,US,2020-04-13 23:07:54,44.2405,-114.4788,1426,27,,1399.0,16,88.54409539415472,14881,132,1.8934081346423561,84000016,USA,924.0004793551308,9.256661991584853
Illinois,US,2020-04-13 23:07:54,40.3495,-88.9861,22025,798,,21227.0,17,187.67596485683413,105768,3680,3.623155505107832,84000017,USA,901.2536413610729,16.708286038592508
Indiana,US,2020-04-13 23:07:54,39.8494,-86.2583,8359,350,,8009.0,18,127.7354471902022,44539,,4.187103720540734,84000018,USA,680.6088147391333,
Iowa,US,2020-04-13 23:07:54,42.0115,-93.2105,1710,41,741,1669.0,19,65.249418765046,18696,142,2.3976608187134505,84000019,USA,713.3936451645029,8.304093567251462
Kansas,US,2020-04-13 23:07:54,38.5266,-96.7265,1390,62,,1328.0,20,57.00253599771662,13864,309,4.460431654676259,84000020,USA,568.549035303844,22.230215827338128
Kentucky,US,2020-04-13 23:07:54,37.6681,-84.6701,2018,113,607,1905.0,21,58.948915710937655,25866,667,5.599603567888999,84000021,USA,755.5860524177965,33.052527254707634
Louisiana,US,2020-04-13 23:07:54,31.1695,-91.8678,21016,884,,20132.0,22,457.1412661351334,108091,2134,4.206318995051389,84000022,USA,2351.20177949242,10.154168252759803
Maine,US,2020-04-13 23:07:54,44.6939,-69.3819,698,19,273,679.0,23,59.45455133960133,12306,124,2.7220630372492836,84000023,USA,1048.2058865116533,17.76504297994269
Maryland,US,2020-04-13 23:07:54,39.0639,-76.8021,8936,262,603,8674.0,24,150.3532949093396,51751,1975,2.9319606087735006,84000024,USA,870.7400811160737,22.10161145926589
Massachusetts,US,2020-04-13 23:07:54,42.2302,-71.5301,26867,844,,26023.0,25,391.4319997808785,122049,2340,3.1414002307663678,84000025,USA,1778.1622116818567,8.709569360181636
Michigan,US,2020-04-13 23:07:54,43.3266,-84.5361,25635,1602,447,24033.0,26,321.7543197729608,82644,3986,6.249268578115857,84000026,USA,1037.2952605155676,15.549054027696508
Minnesota,US,2020-04-13 23:07:54,45.6945,-93.9002,1621,70,842,1551.0,27,32.771003666066505,38427,361,4.318322023442319,84000027,USA,776.8608006637493,22.27020357803825
Mississippi,US,2020-04-13 23:07:54,32.7416,-89.6787,2942,98,,2844.0,28,101.61625804865008,30984,549,3.3310673011556764,84000028,USA,1070.1829161724588,18.66077498300476
Missouri,US,2020-04-13 23:07:54,38.4561,-92.2884,4515,123,,4392.0,29,77.05493479258142,45428,988,2.7242524916943522,84000029,USA,775.2938156716255,21.882613510520486
Montana,US,2020-04-13 23:07:54,46.9219,-110.4544,394,7,171,387.0,30,45.49721878042049,9098,47,1.7766497461928934,84000030,USA,1050.5931382341766,11.928934010152284
Nebraska,US,2020-04-13 23:07:54,41.1254,-98.2681,814,17,,797.0,31,53.36753051259054,10972,,2.0884520884520885,84000031,USA,719.3471066144268,
Nevada,US,2020-04-13 23:07:54,38.3135,-117.0554,2990,114,,2876.0,32,99.11502547322452,25464,,3.8127090301003346,84000032,USA,844.1020095820031,
New Hampshire,US,2020-04-13 23:07:54,43.4525,-71.5639,985,23,239,962.0,33,74.16342154639392,11207,152,2.33502538071066,84000033,USA,843.8065637263317,15.431472081218274
New Jersey,US,2020-04-13 23:07:54,40.2989,-74.521,64584,2443,,62141.0,34,727.1179742833693,129469,7781,3.7826706304967175,84000034,USA,1457.6247524540681,12.047875634832156
New Mexico,US,2020-04-13 23:07:54,34.8405,-106.2485,1262,26,295,1236.0,35,75.68066119231224,30515,80,2.0602218700475436,84000035,USA,1829.9487926175973,6.3391442155309035
New York,US,2020-04-13 23:07:54,42.1657,-74.9481,195749,10058,23887,185691.0,36,1160.9555172357552,478357,42712,5.138212711176047,84000036,USA,2837.057652188998,21.819779411389074
North Carolina,US,2020-04-13 23:07:54,35.6301,-79.8064,4886,94,,4792.0,37,49.26458540766041,63388,313,1.9238641015145312,84000037,USA,639.1288456448584,6.406058125255833
North Dakota,US,2020-04-13 23:07:54,47.5289,-99.78399999999999,331,8,127,323.0,38,54.582812515459636,10781,40,2.416918429003021,84000038,USA,1777.816621538279,12.084592145015106
Northern Mariana Islands,US,2020-04-13 23:07:54,15.0979,145.6739,11,2,,9.0,69,19.947773103148123,38,,18.181818181818183,580,MNP,68.91048890178442,
Ohio,US,2020-04-13 23:07:54,40.3888,-82.7649,6975,274,,6701.0,39,62.422475312917825,65112,2033,3.92831541218638,84000039,USA,582.7171630931477,29.14695340501792
Oklahoma,US,2020-04-13 23:07:54,35.5653,-96.9289,2069,99,865,1970.0,40,56.56662202943214,22859,457,4.784920251329145,84000040,USA,624.9668501550456,22.08796520057999
Oregon,US,2020-04-13 23:07:54,44.571999999999996,-122.0709,1584,53,,1531.0,41,39.53009103400636,31121,369,3.345959595959596,84000041,USA,776.6514918366868,23.295454545454547
Pennsylvania,US,2020-04-13 23:07:54,40.5908,-77.2098,24292,589,,23703.0,42,192.98515026458398,129792,2243,2.4246665568911574,84000042,USA,1031.1184185386498,9.233492507821506
Puerto Rico,US,2020-04-13 23:07:54,18.2208,-66.5901,903,45,,858.0,72,30.783307333995136,6863,,4.983388704318937,630,PRI,233.9599537466319,
Rhode Island,US,2020-04-13 23:07:54,41.6809,-71.5118,2665,63,135,2602.0,44,251.56674636880157,20661,331,2.3639774859287055,84000044,USA,1950.3266591841686,12.420262664165103
South Carolina,US,2020-04-13 23:07:54,33.8569,-80.945,3391,82,,3309.0,45,67.2820797722211,31425,496,2.4181657328221764,84000045,USA,623.514997594234,14.626953700973164
South Dakota,US,2020-04-13 23:07:54,44.2998,-99.4388,868,6,207,862.0,46,117.95209079593201,9002,44,0.6912442396313364,84000046,USA,1223.2773287384562,5.0691244239631335
Tennessee,US,2020-04-13 23:07:54,35.7478,-86.6923,5610,109,1671,5501.0,47,85.45408488043054,76195,579,1.9429590017825311,84000047,USA,1160.6370761968637,10.320855614973262
Texas,US,2020-04-13 23:07:54,31.0545,-97.5635,14275,305,2269,13970.0,48,62.106907327923295,133226,1176,2.136602451838879,84000048,USA,579.6325629190829,8.238178633975481
Utah,US,2020-04-13 23:07:54,40.15,-111.8624,2363,13,218,2350.0,49,82.45280161569806,45787,201,0.5501481168006771,84000049,USA,1597.6582427329527,8.506136267456624
Vermont,US,2020-04-13 23:07:54,44.0459,-72.7107,748,28,15,720.0,50,122.50426226393773,10366,33,3.7433155080213902,84000050,USA,1697.699442016014,4.411764705882353
Virgin Islands,US,2020-04-13 23:07:54,18.3358,-64.8963,51,1,43,50.0,78,47.5444680613044,373,,1.9607843137254901,850,VIR,347.7271879777753,
Virginia,US,2020-04-13 23:07:54,37.7693,-78.17,5747,149,,5598.0,51,72.68031915095425,41401,1238,2.592657038454846,84000051,USA,523.5841122618161,21.54167391682617
Washington,US,2020-04-13 23:07:54,47.4009,-121.4905,10635,513,,10122.0,53,140.8720663077597,93802,527,4.823695345557122,84000053,USA,1242.5088447391138,4.955336154207805
West Virginia,US,2020-04-13 23:07:54,38.4912,-80.9545,611,8,85,603.0,54,46.18298742704071,16655,164,1.309328968903437,84000054,USA,1258.8832333835728,26.841243862520457
Wisconsin,US,2020-04-13 23:07:54,44.2685,-89.6165,3428,154,,3274.0,55,66.24703767713304,40197,993,4.492415402567095,84000055,USA,776.8180202764635,28.96732788798133
Wyoming,US,2020-04-13 23:07:54,42.756,-107.3025,275,1,138,274.0,56,55.30528517416137,5964,41,0.36363636363636365,84000056,USA,1199.4208028316307,14.909090909090908
Recovered,US,,,,0,0,43482,-43482.0,,,,,,84070001,USA,,
Alabama,US,2020-04-14 23:33:31,32.3182,-86.9023,3953,114,,3839,1,84.30554137,33117,493,2.883885656,84000001,USA,706.2855081,12.4715406
Alaska,US,2020-04-14 23:33:31,61.3707,-152.4044,285,9,98,276,2,47.67887525,8348,32,3.157894737,84000002,USA,1396.572809,11.22807018
American Samoa,US,,-14.271,-170.132,0,0,,,60,0,3,,,16,ASM,5.391707554,
Arizona,US,2020-04-14 23:33:31,33.7298,-111.4312,3809,131,249,3678,4,52.33065113,44096,580,3.439222893,84000004,USA,605.8210534,15.22709373
Arkansas,US,2020-04-14 23:33:31,34.9697,-92.3731,1498,32,427,1466,5,57.85957427,21131,130,2.136181575,84000005,USA,816.1753431,8.67823765
California,US,2020-04-14 23:33:31,36.1162,-119.6816,25356,767,,24589,6,64.66945279,202208,5163,3.028868907,84000006,USA,515.7233282,20.36204449
Colorado,US,2020-04-14 23:33:31,39.0598,-105.3111,7950,327,,7623,8,140.290495,38742,1493,4.11320755,84000008,USA,683.6646983,18.7798742
Connecticut,US,2020-04-14 23:33:31,41.5978,-72.7554,13989,671,,13318,9,392.3667295,45841,1779,4.79662592,84000009,USA,1285.759043,12.71713489
Delaware,US,2020-04-14 23:33:31,39.3185,-75.5071,1926,43,277,1883,10,197.7891974,12304,204,2.232606438,84000010,USA,1263.550511,10.59190031
Diamond Princess,US,2020-04-14 23:33:31,,,49,0,0,49,88888,,,,0,84088888,USA,,
District of Columbia,US,2020-04-14 23:33:31,38.8974,-77.0268,2058,67,518,1991,11,291.6050891,11518,295,3.255587949,84000011,USA,1632.024983,14.33430515
Florida,US,2020-04-14 23:33:31,27.7663,-81.6868,21628,571,,21057,12,101.8622019,203180,3060,2.640096172,84000012,USA,956.9244585,14.14832624
Georgia,US,2020-04-14 23:33:31,33.0406,-83.6431,14578,525,,14053,13,143.7758651,61795,2769,3.601317053,84000013,USA,609.4546291,18.99437509
Grand Princess,US,2020-04-14 23:33:31,,,103,0,0,103,99999,,,,0,84099999,USA,,
Guam,US,2020-04-14 23:33:31,13.4443,144.7937,133,5,66,128,66,80.98447899,946,13,3.759398496,316,GUM,576.0249408,9.77443609
Hawaii,US,2020-04-14 23:33:31,21.0943,-157.4983,511,9,315,502,15,36.09302536,19420,44,1.761252446,84000015,USA,1371.676228,8.610567515
Idaho,US,2020-04-14 23:33:31,44.2405,-114.4788,1464,33,,1431,16,90.90361547,15114,135,2.254098361,84000016,USA,938.468063,9.221311475
Illinois,US,2020-04-14 23:33:31,40.3495,-88.9861,23248,868,,22380,17,198.0972,110616,4283,3.733654508,84000017,USA,942.5636562,18.42309016
Indiana,US,2020-04-14 23:33:31,39.8494,-86.2583,8527,387,,8140,18,130.3026867,46017,,4.538524686,84000018,USA,703.19441,
Iowa,US,2020-04-14 23:33:31,42.0115,-93.2105,1899,49,741,1850,19,72.46119663,18885,163,2.580305424,84000019,USA,720.605423,8.583464982
Kansas,US,2020-04-14 23:33:31,38.5266,-96.7265,1441,69,,1372,20,59.09399595,14147,327,4.78834143,84000020,USA,580.1545876,22.6925746
Kentucky,US,2020-04-14 23:33:31,37.6681,-84.6701,2048,106,629,1942,21,59.82526233,26683,673,5.17578125,84000021,USA,779.4518919,32.86132813
Louisiana,US,2020-04-14 23:33:31,31.1695,-91.8678,21518,1013,,20505,22,468.0607996,118422,1977,4.707686588,84000022,USA,2575.922298,9.187656845
Maine,US,2020-04-14 23:33:31,44.6939,-69.3819,735,20,292,715,23,62.60615363,12342,124,2.721088435,84000023,USA,1051.27231,16.8707483
Maryland,US,2020-04-14 23:33:31,39.0639,-76.8021,9472,302,607,9170,24,159.371801,53733,2122,3.18834459,84000024,USA,904.0883612,22.4028716
Massachusetts,US,2020-04-14 23:33:31,42.2302,-71.5301,28164,844,,27320,25,410.3283151,126551,2340,2.996733419,84000025,USA,1843.752968,8.308478909
Michigan,US,2020-04-14 23:33:31,43.3266,-84.5361,27001,1768,452,25233,26,338.8994885,86226,3910,6.547905633,84000026,USA,1082.254261,14.48094515
Minnesota,US,2020-04-14 23:33:31,45.6945,-93.9002,1695,79,909,1616,27,34.26702728,39241,405,4.660766962,84000027,USA,793.3170604,23.89380531
Mississippi,US,2020-04-14 23:33:31,32.7416,-89.6787,3087,111,,2976,28,106.6245373,37878,596,3.595724004,84000028,USA,1308.300687,19.30677033
Missouri,US,2020-04-14 23:33:31,38.4561,-92.2884,4746,149,,4597,29,80.99728029,47978,1041,3.139485883,84000029,USA,818.8132141,21.93426043
Montana,US,2020-04-14 23:33:31,46.9219,-110.4544,399,7,197,392,30,46.07459465,9234,50,1.754385965,84000030,USA,1066.297762,12.53132832
Nebraska,US,2020-04-14 23:33:31,41.1254,-98.2681,897,20,,877,31,58.80918289,11357,,2.229654404,84000031,USA,744.5885062,
Nevada,US,2020-04-14 23:33:31,38.3135,-117.0554,3134,126,,3008,32,103.8884581,26661,,4.020421187,84000032,USA,883.7811686,
New Hampshire,US,2020-04-14 23:33:31,43.4525,-71.5639,922,25,249,897,33,69.41997428,11610,152,2.711496746,84000033,USA,874.1495677,16.48590022
New Jersey,US,2020-04-14 23:33:31,40.2989,-74.521,68824,2805,,66019,34,774.8539493,139774,8185,4.075613158,84000034,USA,1573.643437,11.89265373
New Mexico,US,2020-04-14 23:33:31,34.8405,-106.2485,1345,31,304,1314,35,80.65807393,31970,181,2.304832714,84000035,USA,1917.203438,13.45724907
New York,US,2020-04-14 23:33:31,42.1657,-74.9481,203020,10842,23887,192178,36,1204.078637,499143,46201,5.340360556,84000036,USA,2960.336041,22.75687124
North Carolina,US,2020-04-14 23:33:31,35.6301,-79.8064,5113,112,,5001,37,51.55338215,65039,418,2.190494817,84000037,USA,655.7755568,8.175239585
North Dakota,US,2020-04-14 23:33:31,47.5289,-99.784,341,8,138,333,38,56.23184008,10916,42,2.346041056,84000038,USA,1800.078494,12.31671554
Northern Mariana Islands,US,2020-04-14 23:33:31,15.0979,145.6739,11,2,,9,69,19.9477731,40,,18.18181818,580,MNP,72.53735674,
Ohio,US,2020-04-14 23:33:31,40.3888,-82.7649,7285,324,,6961,39,65.19680755,67874,2156,4.447494852,84000039,USA,607.4355684,29.59505834
Oklahoma,US,2020-04-14 23:33:31,35.5653,-96.9289,2184,108,1060,2076,40,59.71073104,28269,488,4.945054945,84000040,USA,772.8766738,22.34432234
Oregon,US,2020-04-14 23:33:31,44.572,-122.0709,1633,55,,1578,41,40.75292845,32363,381,3.368034293,84000041,USA,807.6466769,23.3312921
Pennsylvania,US,2020-04-14 23:33:31,40.5908,-77.2098,25465,691,,24774,42,202.3039211,133631,2317,2.713528372,84000042,USA,1061.616936,9.098763008
Puerto Rico,US,2020-04-14 23:33:31,18.2208,-66.5901,923,45,,878,72,31.46510816,7207,,4.875406284,630,PRI,245.686928,
Rhode Island,US,2020-04-14 23:33:31,41.6809,-71.5118,3251,80,135,3171,44,306.8831116,22900,331,2.460781298,84000044,USA,2161.680485,10.18148262
South Carolina,US,2020-04-14 23:33:31,33.8569,-80.945,3553,97,,3456,45,70.49638143,33872,675,2.73008725,84000045,USA,672.0668257,18.99802983
South Dakota,US,2020-04-14 23:33:31,44.2998,-99.4388,988,6,261,982,46,134.2588315,9296,45,0.607287449,84000046,USA,1263.228843,4.55465587
Tennessee,US,2020-04-14 23:33:31,35.7478,-86.6923,5827,124,1969,5703,47,88.75952809,78831,633,2.128024713,84000047,USA,1200.789833,10.86322293
Texas,US,2020-04-14 23:33:31,31.0545,-97.5635,15006,342,2580,14664,48,65.28730307,146467,1409,2.279088365,84000048,USA,637.2407983,9.389577502
Utah,US,2020-04-14 23:33:31,40.15,-111.8624,2417,18,218,2399,49,84.3370383,46476,213,0.744724866,84000049,USA,1621.699707,8.812577576
Vermont,US,2020-04-14 23:33:31,44.0459,-72.7107,752,29,15,723,50,123.1593653,10585,64,3.856382979,84000050,USA,1733.566332,8.510638298
Virgin Islands,US,2020-04-14 23:33:31,18.3358,-64.8963,51,1,44,50,78,47.54446806,377,,1.960784314,850,VIR,351.4561659,
Virginia,US,2020-04-14 23:33:31,37.7693,-78.17,6182,154,721,6028,51,78.18161354,42763,1282,2.491103203,84000051,USA,540.8088547,20.73762536
Washington,US,2020-04-14 23:33:31,47.4009,-121.4905,10799,530,,10269,53,143.0444235,93929,387,4.907861839,84000053,USA,1244.191097,3.583665154
West Virginia,US,2020-04-14 23:33:31,38.4912,-80.9545,640,9,147,631,54,48.37497865,17038,164,1.40625,84000054,USA,1287.832635,25.625
Wisconsin,US,2020-04-14 23:33:31,44.2685,-89.6165,3555,170,,3385,55,68.70134742,41552,1049,4.781997187,84000055,USA,803.0037659,29.50773558
