Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Montana,US,2020-04-17 23:30:52,46.9219,-110.4544,422,8,233,414.0,30,48.73052366836916,10244,54,1.8957345971563981,84000030,USA,1182.9276882909328,12.796208530805687
Nebraska,US,2020-04-17 23:30:52,41.1254,-98.2681,1066,24,,1042.0,31,69.8891738653827,13104,,2.25140712945591,84000031,USA,859.1254543451922,
Nevada,US,2020-04-17 23:30:52,38.3135,-117.0554,3524,142,,3382.0,32,116.81650493901111,29762,,4.029511918274688,84000032,USA,986.5757150950195,
New Hampshire,US,2020-04-17 23:30:52,43.4525,-71.5639,1287,37,455,1250.0,33,96.90185129970455,12708,190,2.874902874902875,84000033,USA,956.8210771691107,14.763014763014763
New Jersey,US,2020-04-17 23:30:52,40.2989,-74.521,78467,3840,,74627.0,34,883.4195170335244,157449,8011,4.893777001796933,84000034,USA,1772.6371536749382,10.20938738578001
New Mexico,US,2020-04-17 23:30:52,34.8405,-106.2485,1597,44,353,1553.0,35,95.77021864035075,34488,230,2.7551659361302443,84000035,USA,2068.204947068514,14.402003757044458
New York,US,2020-04-17 23:30:52,42.1657,-74.9481,230597,17131,23887,213466.0,36,1367.6333437617227,550579,52424,7.428977827118306,84000036,USA,3265.3946008620474,22.734033833918048
North Carolina,US,2020-04-17 23:30:52,35.6301,-79.8064,6045,177,,5868.0,37,60.95055644480294,72981,429,2.9280397022332507,84000037,USA,735.8531943586706,7.096774193548387
North Dakota,US,2020-04-17 23:30:52,47.5289,-99.78399999999999,393,9,172,384.0,38,64.80678343980554,12342,47,2.2900763358778624,84000038,USA,2035.229824972214,11.959287531806616
Northern Mariana Islands,US,2020-04-17 23:30:52,15.0979,145.6739,13,2,,11.0,69,23.574640940084144,55,,15.384615384615385,580,MNP,99.73886551574061,
Ohio,US,2020-04-17 23:30:52,40.3888,-82.7649,9107,418,,8689.0,39,81.50272153042906,77677,2424,4.589875919622268,84000039,USA,695.1671132446621,26.616888108048755
Oklahoma,US,2020-04-17 23:30:52,35.5653,-96.9289,2465,136,1331,2329.0,40,67.39329304134858,33620,528,5.517241379310345,84000040,USA,919.1734328803811,21.419878296146045
Oregon,US,2020-04-17 23:30:52,44.571999999999996,-122.0709,1785,70,,1715.0,41,44.54622000991247,36321,427,3.9215686274509802,84000041,USA,906.4219927058996,23.92156862745098
Pennsylvania,US,2020-04-17 23:30:52,40.5908,-77.2098,29888,921,,28967.0,42,237.4419632433676,147373,2603,3.081504282655246,84000042,USA,1170.7887596716012,8.709180942184155
Puerto Rico,US,2020-04-17 23:30:52,18.2208,-66.5901,1068,58,,1010.0,72,36.40816415582149,8932,,5.430711610486892,630,PRI,304.49224928819996,
Rhode Island,US,2020-04-17 23:30:52,41.6809,-71.5118,4177,118,196,4059.0,44,394.2942962786057,30761,331,2.8249940148431887,84000044,USA,2903.731589137225,7.924347617907589
South Carolina,US,2020-04-17 23:30:52,33.8569,-80.945,4099,116,,3983.0,45,81.32976850083581,36284,675,2.829958526469871,84000045,USA,719.9242059732439,16.467431080751403
South Dakota,US,2020-04-17 23:30:52,44.2998,-99.4388,1411,7,457,1404.0,46,191.74009229615214,11062,63,0.4961020552799433,84000046,USA,1503.2097101205068,4.4649184975194895
Tennessee,US,2020-04-17 23:30:52,35.7478,-86.6923,6263,141,3017,6122.0,47,95.40087943068387,87273,711,2.251317260098994,84000047,USA,1329.3822370356177,11.352387034967268
Texas,US,2020-04-17 23:30:52,31.0545,-97.5635,17849,451,4190,17398.0,48,77.65647557941176,169536,1522,2.526752199002745,84000048,USA,737.6081709805117,8.527088352288644
Utah,US,2020-04-17 23:30:52,40.15,-111.8624,2793,23,443,2770.0,49,97.45690855380647,55771,244,0.8234872896527032,84000049,USA,1946.0326698726606,8.736126029359111
Vermont,US,2020-04-17 23:30:52,44.0459,-72.7107,779,35,15,744.0,50,127.58131056632017,12116,32,4.492939666238768,84000050,USA,1984.3070074730877,4.10783055198973
Virgin Islands,US,2020-04-17 23:30:52,18.3358,-64.8963,51,2,46,49.0,78,47.5444680613044,424,,3.9215686274509802,850,VIR,395.2716560390797,
Virginia,US,2020-04-17 23:30:52,37.7693,-78.17,7491,231,1110,7260.0,51,94.73608330603764,48997,1308,3.0837004405286343,84000051,USA,619.6480942125119,17.460953143772528
Washington,US,2020-04-17 23:30:52,47.4009,-121.4905,11517,603,,10914.0,53,152.55510932453865,128900,622,5.235738473560823,84000053,USA,1707.4197787560156,5.400711990969871
West Virginia,US,2020-04-17 23:30:52,38.4912,-80.9545,775,16,223,759.0,54,58.57907570532986,18681,85,2.064516129032258,84000054,USA,1412.0202751629254,10.96774193548387
Wisconsin,US,2020-04-17 23:30:52,44.2685,-89.6165,4053,206,,3847.0,55,78.32533363635362,46410,1153,5.0826548235874665,84000055,USA,896.8859447478834,28.44806316308907
Wyoming,US,2020-04-17 23:30:52,42.756,-107.3025,305,2,148,303.0,56,61.33858901134261,6427,43,0.6557377049180327,84000056,USA,1292.5347920521278,14.098360655737705
Recovered,US,,,,0,0,58545,-58545.0,,,,,,84070001,USA,,
Alabama,US,2020-04-18 22:32:47,32.3182,-86.9023,4712,153,,4559.0,1,100.49271715714805,42538,620,3.2470288624787775,84000001,USA,907.2069614666307,13.157894736842104
Alaska,US,2020-04-18 22:32:47,61.3707,-152.4044,314,9,147,305.0,2,52.530409921221114,9655,39,2.8662420382165603,84000002,USA,1615.2264579279931,12.420382165605096
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-18 22:32:47,33.7298,-111.4312,4724,180,539,4544.0,4,64.90154789642186,51045,566,3.8103302286198137,84000004,USA,701.2911753541181,11.981371718882302
Arkansas,US,2020-04-18 22:32:47,34.9697,-92.3731,1744,38,703,1706.0,5,67.36121330523011,24141,291,2.1788990825688073,84000005,USA,932.4352353219955,16.68577981651376
California,US,2020-04-18 22:32:47,36.1162,-119.6816,30491,1140,,29351.0,6,77.76606266683194,251614,4892,3.7388081729034797,84000006,USA,641.7313335689958,16.044078580564758
Colorado,US,2020-04-18 22:32:47,39.0598,-105.3111,9047,389,,8658.0,8,159.648818480511,43307,1755,4.299767878854869,84000008,USA,764.2214415757146,19.39869570023212
Connecticut,US,2020-04-18 22:32:47,41.5978,-72.7554,17550,1086,,16464.0,9,492.24648674847214,55462,1946,6.188034188034188,84000009,USA,1555.6110910566247,11.08831908831909
Delaware,US,2020-04-18 22:32:47,39.3185,-75.5071,2538,67,423,2471.0,10,260.6381012237051,14017,224,2.639873916469661,84000010,USA,1439.465825395065,8.825847123719464
Diamond Princess,US,2020-04-18 22:32:47,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-18 22:32:47,38.8974,-77.0268,2666,91,608,2575.0,11,377.7546974916011,13268,313,3.4133533383345838,84000011,USA,1879.9884944930845,11.740435108777195
Florida,US,2020-04-18 22:32:47,27.7663,-81.6868,25492,748,,24744.0,12,120.06062750846505,246527,3842,2.9342538835713166,84000012,USA,1161.077448524218,15.07139494743449
Georgia,US,2020-04-18 22:32:47,33.0406,-83.6431,17669,673,,16996.0,13,174.26092469243474,74208,3420,3.808930895919407,84000013,USA,731.8781311662345,19.355934121908426
Grand Princess,US,2020-04-18 22:32:47,,,103,0,0,103.0,99999,,,,0.0,84099999,USA,,
Guam,US,2020-04-18 22:32:47,13.4443,144.7937,136,5,110,131.0,66,82.81119656089972,1079,6,3.676470588235294,316,GUM,657.0094197736088,4.411764705882353
Hawaii,US,2020-04-18 22:32:47,21.0943,-157.4983,574,9,390,565.0,15,40.542850402532586,22343,48,1.5679442508710801,84000015,USA,1578.1339835257588,8.362369337979095
Idaho,US,2020-04-18 22:32:47,44.2405,-114.4788,1655,43,453,1612.0,16,102.76330846937311,16609,151,2.598187311178248,84000016,USA,1031.2965500711891,9.123867069486405
Illinois,US,2020-04-18 22:32:47,40.3495,-88.9861,29160,1259,,27901.0,17,248.47360432350888,137404,4340,4.3175582990397805,84000017,USA,1170.825347341132,14.883401920438958
Indiana,US,2020-04-18 22:32:47,39.8494,-86.2583,10641,545,,10096.0,18,162.60711730481415,56873,,5.121699088431538,84000018,USA,869.086982659214,
Iowa,US,2020-04-18 22:32:47,42.0115,-93.2105,2513,74,1095,2439.0,19,95.88993529623427,22947,193,2.9446876243533624,84000019,USA,875.6014107611173,7.6800636689216075
Kansas,US,2020-04-18 22:32:47,38.5266,-96.7265,1821,85,,1736.0,20,74.67742305887911,17676,383,4.667764964305327,84000020,USA,724.875414601179,21.032399780340473
Kentucky,US,2020-04-18 22:32:47,37.6681,-84.6701,2707,144,979,2563.0,21,79.07567632780388,30596,1008,5.319541928333949,84000021,USA,893.7567022258912,37.23679349833764
Louisiana,US,2020-04-18 22:32:47,31.1695,-91.8678,23580,1267,,22313.0,22,512.9135447024383,137999,1761,5.373197625106022,84000022,USA,3001.762351797786,7.468193384223919
Maine,US,2020-04-18 22:32:47,44.6939,-69.3819,847,32,382,815.0,23,72.14613894647898,14923,136,3.7780401416765055,84000023,USA,1271.117864815001,16.05667060212515
Maryland,US,2020-04-18 22:32:47,39.0639,-76.8021,12326,421,771,11905.0,24,207.39197773640558,65370,2757,3.4155443777381147,84000024,USA,1099.8875210635106,22.367353561577154
Massachusetts,US,2020-04-18 22:32:47,42.2302,-71.5301,36372,1404,,34968.0,25,529.9127068906135,156806,3729,3.860112174199934,84000025,USA,2284.5455822250506,10.252391949851534
Michigan,US,2020-04-18 22:32:47,43.3266,-84.5361,30791,2308,3237,28483.0,26,386.46917340078943,99727,3634,7.495696794517879,84000026,USA,1251.7102807879096,11.802149978889936
Minnesota,US,2020-04-18 22:32:47,45.6945,-93.9002,2209,121,1118,2088.0,27,44.65832640243116,44268,561,5.4775916704391125,84000027,USA,894.9455831520247,25.39610683567225
Mississippi,US,2020-04-18 22:32:47,32.7416,-89.6787,3974,152,,3822.0,28,137.26139003580403,38765,782,3.824861600402617,84000028,USA,1338.9375401957582,19.677906391545044
Missouri,US,2020-04-18 22:32:47,38.4561,-92.2884,5579,197,,5382.0,29,95.21361710029053,53759,875,3.531098763219215,84000029,USA,917.474250169299,15.683814303638645
Montana,US,2020-04-18 22:32:47,46.9219,-110.4544,426,10,234,416.0,30,49.192424366647536,10569,55,2.347417840375587,84000030,USA,1220.4571200260511,12.910798122065728
Nebraska,US,2020-04-18 22:32:47,41.1254,-98.2681,1249,24,,1225.0,31,81.88703391919606,13677,,1.9215372297838271,84000031,USA,896.6925243497553,
Nevada,US,2020-04-18 22:32:47,38.3135,-117.0554,3626,151,,3475.0,32,120.19768641000405,30751,,4.164368450082736,84000032,USA,1019.3599158284707,
New Hampshire,US,2020-04-18 22:32:47,43.4525,-71.5639,1342,38,468,1304.0,33,101.04295605610218,12852,190,2.831594634873323,84000033,USA,967.6632423494972,14.157973174366617
New Jersey,US,2020-04-18 22:32:47,40.2989,-74.521,81420,4070,,77350.0,34,916.665822280316,162536,7718,4.998771800540408,84000034,USA,1829.9090652192758,9.479243429132891
New Mexico,US,2020-04-18 22:32:47,34.8405,-106.2485,1798,53,382,1745.0,35,107.82395310917386,35613,242,2.947719688542825,84000035,USA,2135.6698787970013,13.459399332591769
New York,US,2020-04-18 22:32:47,42.1657,-74.9481,241712,17671,23887,224041.0,36,1433.5546029971488,596532,54339,7.310766532071225,84000036,USA,3537.93437824806,22.480886344078904
North Carolina,US,2020-04-18 22:32:47,35.6301,-79.8064,6328,187,,6141.0,37,63.80399027009314,76211,388,2.9551201011378003,84000037,USA,768.420654626117,6.131479140328698
North Dakota,US,2020-04-18 22:32:47,47.5289,-99.78399999999999,528,9,183,519.0,38,87.06865561378456,12963,47,1.7045454545454546,84000038,USA,2137.6344369725175,8.901515151515152
Northern Mariana Islands,US,2020-04-18 22:32:47,15.0979,145.6739,14,2,9,12.0,69,25.388074858552155,56,,14.285714285714286,580,MNP,101.55229943420862,
Ohio,US,2020-04-18 22:32:47,40.3888,-82.7649,10222,451,,9771.0,39,91.48136812166969,78758,2519,4.41205243592252,84000039,USA,704.8414782358111,24.642927020152612
Oklahoma,US,2020-04-18 22:32:47,35.5653,-96.9289,2465,136,1515,2329.0,40,67.39329304134858,35536,541,5.517241379310345,84000040,USA,971.5570229279365,21.947261663286003
Oregon,US,2020-04-18 22:32:47,44.571999999999996,-122.0709,1844,72,,1772.0,41,46.018616077467,37583,449,3.9045553145336225,84000041,USA,937.9162950322354,24.349240780911064
Pennsylvania,US,2020-04-18 22:32:47,40.5908,-77.2098,31652,1042,,30610.0,42,251.45586926455672,153965,2613,3.292051055225578,84000042,USA,1223.1581862541855,8.25540250221155
Puerto Rico,US,2020-04-18 22:32:47,18.2208,-66.5901,1118,60,,1058.0,72,38.11266622304159,9173,,5.366726296958855,630,PRI,312.7079492522009,
Rhode Island,US,2020-04-18 22:32:47,41.6809,-71.5118,4491,137,217,4354.0,44,423.93480598209675,32826,331,3.0505455355154756,84000044,USA,3098.660418875152,7.370296147851258
South Carolina,US,2020-04-18 22:32:47,33.8569,-80.945,4248,119,2633,4129.0,45,84.28613237168835,38833,776,2.8013182674199624,84000045,USA,770.499853669909,18.267419962335218
South Dakota,US,2020-04-18 22:32:47,44.2998,-99.4388,1542,7,552,1535.0,46,209.54161751996216,11660,68,0.45395590142671854,84000046,USA,1584.4716344246167,4.409857328145266
Tennessee,US,2020-04-18 22:32:47,35.7478,-86.6923,6589,142,3234,6447.0,47,100.36666047721155,90586,719,2.1551069965093337,84000047,USA,1379.8473677323852,10.912126271057824
Texas,US,2020-04-18 22:32:47,31.0545,-97.5635,18704,476,4806,18228.0,48,81.37636389922784,176239,1321,2.5449101796407185,84000048,USA,766.7712252585551,7.062660393498716
Utah,US,2020-04-18 22:32:47,40.15,-111.8624,2917,25,565,2892.0,49,101.78367427549355,59944,251,0.8570449091532396,84000049,USA,2091.64229371621,8.604730887898526
Vermont,US,2020-04-18 22:32:47,44.0459,-72.7107,803,38,15,765.0,50,131.51192860687433,12566,56,4.732254047322541,84000050,USA,2058.006095733478,6.973848069738481
Virgin Islands,US,2020-04-18 22:32:47,18.3358,-64.8963,53,3,46,50.0,78,49.40895700488496,443,,5.660377358490566,850,VIR,412.984301003095,
Virginia,US,2020-04-18 22:32:47,37.7693,-78.17,8053,258,1228,7795.0,51,101.84350271839823,51931,1307,3.203774990686701,84000051,USA,656.7533763403873,16.229976406308207
Washington,US,2020-04-18 22:32:47,47.4009,-121.4905,11776,613,,11163.0,53,155.98584417867215,131627,518,5.205502717391305,84000053,USA,1743.5418403283015,4.398777173913044
West Virginia,US,2020-04-18 22:32:47,38.4912,-80.9545,785,16,255,769.0,54,59.33493474668896,19440,83,2.038216560509554,84000054,USA,1469.3899764020807,10.573248407643312
Wisconsin,US,2020-04-18 22:32:47,44.2685,-89.6165,4199,212,,3987.0,55,81.14682357242755,48161,1176,5.0488211478923555,84000055,USA,930.7244987072359,28.006668254346273
Wyoming,US,2020-04-18 22:32:47,42.756,-107.3025,309,2,206,307.0,56,62.14302952296678,6522,50,0.6472491909385113,84000056,USA,1311.6402542032017,16.181229773462782
Alberta,Canada,,53.9333,-116.5765,2562,51,0,2511.0,,58.053823734814124,,,1.990632318501171,12401,CAN,,
Anguilla,United Kingdom,,18.2206,-63.0686,3,0,1,2.0,,19.997333688841486,,,0.0,660,AIA,,
Anhui,China,,31.8257,117.2264,991,6,984,1.0,,1.567046173308033,,,0.6054490413723511,15601,CHN,,
Aruba,Netherlands,,12.5211,-69.9683,96,2,44,50.0,,89.91626547777382,,,2.0833333333333335,533,ABW,,
Australian Capital Territory,Australia,,-35.4735,149.0124,103,3,88,12.0,,24.059799112356927,,,2.912621359223301,3601,AUS,,
Beijing,China,,40.1824,116.4142,593,8,509,76.0,,2.7530176415970287,,,1.349072512647555,15602,CHN,,
Bermuda,United Kingdom,,32.3078,-64.7505,83,5,35,43.0,,133.28408780691473,,,6.024096385542169,60,BMU,,
Bonaire, Sint Eustatius and Saba,Netherlands,,12.1784,-68.2385,3,0,0,3.0,,11.441211242896914,,,0.0,535,BES,,
British Columbia,Canada,,53.7267,-127.6476,1618,78,0,1540.0,,31.65772404443273,,,4.8207663782447465,12402,CAN,,
British Virgin Islands,United Kingdom,,18.4207,-64.64,4,0,2,2.0,,13.228825611006384,,,0.0,92,VGB,,
Cayman Islands,United Kingdom,,19.3133,-81.2546,61,1,7,53.0,,92.8180158247109,,,1.639344262295082,136,CYM,,
Channel Islands,United Kingdom,,49.3723,-2.3644,484,21,73,390.0,,283.87263268406264,,,4.338842975206612,8261,GBR,,
Chongqing,China,,30.0572,107.874,579,6,570,3.0,,1.8665377176015474,,,1.0362694300518134,15603,CHN,,
Curacao,Netherlands,,12.1696,-68.99,14,1,11,2.0,,8.531383302864107,,,7.142857142857143,531,CUW,,
Falkland Islands (Malvinas),United Kingdom,,-51.7963,-59.5236,11,0,3,8.0,,315.81969566465693,,,0.0,238,FLK,,
Faroe Islands,Denmark,,61.8926,-6.9118,184,0,173,11.0,,376.54763122889597,,,0.0,234,FRO,,
French Guiana,France,,4.0,-53.0,96,0,64,32.0,,32.14120703624591,,,0.0,254,GUF,,
French Polynesia,France,,-17.6797,-149.4068,55,0,2,53.0,,19.5796428673141,,,0.0,258,PYF,,
Fujian,China,,26.0789,117.9874,355,1,336,18.0,,0.9007866023851814,,,0.28169014084507044,15604,CHN,,
Gansu,China,,37.8099,101.0583,139,2,137,0.0,,0.5271141448615851,,,1.4388489208633093,15605,CHN,,
Gibraltar,United Kingdom,,36.1408,-5.3536,132,0,111,21.0,,391.7960286129827,,,0.0,292,GIB,,
Greenland,Denmark,,71.7069,-42.6043,11,0,11,0.0,,19.375748608468964,,,0.0,304,GRL,,
Guadeloupe,France,,16.265,-61.551,148,8,73,67.0,,36.9882562286474,,,5.405405405405405,312,GLP,,
Guangdong,China,,23.3417,113.4244,1579,8,1482,89.0,,1.391679887184911,,,0.506649778340722,15606,CHN,,
Guangxi,China,,23.8298,108.7881,254,2,252,0.0,,0.5156313438895656,,,0.7874015748031497,15607,CHN,,
Guizhou,China,,26.8154,106.8748,146,2,144,0.0,,0.40555555555555556,,,1.36986301369863,15608,CHN,,
Hainan,China,,19.1959,109.7453,168,6,162,0.0,,1.7987152034261242,,,3.5714285714285716,15609,CHN,,
Hebei,China,,39.549,116.1306,328,6,316,6.0,,0.43409211222869243,,,1.829268292682927,15610,CHN,,
Heilongjiang,China,,47.861999999999995,127.7615,892,13,472,407.0,,2.364166445799099,,,1.4573991031390134,15611,CHN,,
Henan,China,,33.882,113.61399999999999,1276,22,1254,0.0,,1.3284747527329517,,,1.7241379310344827,15612,CHN,,
Hong Kong,China,,22.3,114.2,1024,4,568,452.0,,13.658818714929248,,,0.390625,344,HKG,,
Hubei,China,,30.9756,112.2707,68128,4512,63494,122.0,,115.13942876457665,,,6.622827618600282,15613,CHN,,
Hunan,China,,27.6104,111.7088,1019,4,1015,0.0,,1.4770256558921582,,,0.39254170755642787,15614,CHN,,
Inner Mongolia,China,,44.0935,113.9448,193,1,104,88.0,,0.7616416732438832,,,0.5181347150259067,15615,CHN,,
Isle of Man,United Kingdom,,54.2361,-4.5481,297,6,180,111.0,,349.28027095681625,,,2.0202020202020203,833,IMN,,
Jiangsu,China,,32.9711,119.455,653,0,643,10.0,,0.8110793690224817,,,0.0,15616,CHN,,
Jiangxi,China,,27.614,115.7221,937,1,936,0.0,,2.01592082616179,,,0.10672358591248667,15617,CHN,,
Jilin,China,,43.6661,126.1923,102,1,97,4.0,,0.3772189349112426,,,0.9803921568627451,15618,CHN,,
Liaoning,China,,41.2956,122.6085,146,2,142,2.0,,0.3349392062399633,,,1.36986301369863,15619,CHN,,
Macau,China,,22.1667,113.55,45,0,17,28.0,,6.930092308829553,,,0.0,446,MAC,,
Manitoba,Canada,,53.7609,-98.8139,253,5,0,248.0,,18.366379507476132,,,1.976284584980237,12403,CAN,,
Martinique,France,,14.6415,-61.0242,158,8,73,77.0,,42.1035801367034,,,5.063291139240507,474,MTQ,,
Mayotte,France,,-12.8275,45.166244,254,4,117,133.0,,93.104067621411,,,1.5748031496062993,175,MYT,,
Montserrat,United Kingdom,,16.742498,-62.187366,11,0,2,9.0,,220.04400880176036,,,0.0,500,MSR,,
New Brunswick,Canada,,46.5653,-66.4619,117,0,0,117.0,,15.000134616592714,,,0.0,12404,CAN,,
New Caledonia,France,,-20.904305,165.618042,18,0,14,4.0,,6.304927300685486,,,0.0,540,NCL,,
New South Wales,Australia,,-33.8688,151.2093,2926,26,1379,1521.0,,36.043360433604335,,,0.8885850991114149,3602,AUS,,
Newfoundland and Labrador,Canada,,53.1355,-57.6604,257,3,0,254.0,,49.29368101042456,,,1.1673151750972763,12405,CAN,,
Ningxia,China,,37.2692,106.1655,75,0,75,0.0,,1.0901162790697674,,,0.0,15620,CHN,,
Northern Territory,Australia,,-12.4634,130.8456,28,0,9,19.0,,11.400651465798045,,,0.0,3603,AUS,,
Northwest Territories,Canada,,64.8255,-124.8457,5,0,0,5.0,,11.13486549082487,,,0.0,12406,CAN,,
Nova Scotia,Canada,,44.682,-63.7443,649,7,0,642.0,,66.3967826717697,,,1.078582434514638,12407,CAN,,
Ontario,Canada,,51.2538,-85.3232,11013,564,0,10449.0,,74.85813964506244,,,5.121220375919368,12408,CAN,,
Prince Edward Island,Canada,,46.5107,-63.4168,26,0,0,26.0,,16.43925694558606,,,0.0,12409,CAN,,
Qinghai,China,,35.7452,95.9956,18,0,18,0.0,,0.29850746268656714,,,0.0,15621,CHN,,
Quebec,Canada,,52.9399,-73.5491,17521,688,0,16833.0,,205.21982919469636,,,3.926716511614634,12410,CAN,,
Queensland,Australia,,-27.4698,153.0251,1015,6,738,271.0,,19.841657706969016,,,0.5911330049261084,3604,AUS,,
Recovered,Canada,,,,0,0,10964,-10964.0,,,,,,12415,CAN,,
Recovered,US,,,,0,0,64840,-64840.0,,,,,,84070001,USA,,
Reunion,France,,-21.1151,55.5364,407,0,237,170.0,,45.4592162697083,,,0.0,638,REU,,
Saint Barthelemy,France,,17.9,-62.8333,6,0,5,1.0,,60.69802731411229,,,0.0,652,BLM,,
Saint Pierre and Miquelon,France,,46.8852,-56.3159,1,0,0,1.0,,17.25625539257981,,,0.0,666,SPM,,
Saskatchewan,Canada,,52.9399,-106.4509,313,4,0,309.0,,26.48802622737728,,,1.2779552715654952,12411,CAN,,
Shaanxi,China,,35.1917,108.8701,256,3,252,1.0,,0.6625258799171843,,,1.171875,15622,CHN,,
Shandong,China,,36.3427,118.1498,787,7,765,15.0,,0.7833184035035334,,,0.8894536213468869,15623,CHN,,
Shanghai,China,,31.201999999999998,121.4491,628,7,512,109.0,,2.5907590759075907,,,1.1146496815286624,15624,CHN,,
Shanxi,China,,37.5777,112.2922,197,0,135,62.0,,0.5298547606239914,,,0.0,15625,CHN,,
Sichuan,China,,30.6171,102.7103,561,3,553,5.0,,0.6725812252727491,,,0.5347593582887701,15626,CHN,,
Sint Maarten,Netherlands,,18.0425,-63.0548,64,9,12,43.0,,149.2467702066135,,,14.0625,534,SXM,,
South Australia,Australia,,-34.9285,138.6007,435,4,331,100.0,,24.765157984628523,,,0.9195402298850575,3605,AUS,,
St Martin,France,,18.0708,-63.0501,37,2,19,16.0,,95.70863188390801,,,5.405405405405405,663,MAF,,
Tasmania,Australia,,-42.8821,147.3272,180,7,67,106.0,,33.61344537815126,,,3.888888888888889,3606,AUS,,
Tianjin,China,,39.3054,117.323,189,3,173,13.0,,1.2115384615384615,,,1.5873015873015872,15627,CHN,,
Tibet,China,,31.6927,88.0924,1,0,1,0.0,,0.029069767441860465,,,0.0,15628,CHN,,
Turks and Caicos Islands,United Kingdom,,21.69400000000001,-71.7979,11,1,0,10.0,,28.410558396611396,,,9.090909090909092,796,TCA,,
Victoria,Australia,,-37.8136,144.9631,1319,14,1172,133.0,,19.894719377366176,,,1.061410159211524,3607,AUS,,
Western Australia,Australia,,-31.9505,115.8605,541,7,340,194.0,,20.565650421956967,,,1.2939001848428835,3608,AUS,,
Xinjiang,China,,41.1129,85.2401,76,3,73,0.0,,0.305589063128267,,,3.9473684210526314,15629,CHN,,
Yukon,Canada,,64.2823,-135.0,9,0,0,9.0,,21.90953795218852,,,0.0,12412,CAN,,
Yunnan,China,,24.974,101.48700000000001,184,2,177,5.0,,0.38095238095238093,,,1.0869565217391304,15630,CHN,,
Zhejiang,China,,29.1832,120.0934,1268,1,1246,21.0,,2.2102143977688686,,,0.07886435331230283,15631,CHN,,
Grand Princess,Canada,,,,13,0,0,13.0,,,,,0.0,12414,CAN,,
Alabama,US,2020-04-19 23:41:01,32.3182,-86.9023,4888,157,,4731.0,1,104.24626516641334,45712,641,3.2119476268412437,84000001,USA,974.8987874973582,13.113747954173487
Alaska,US,2020-04-19 23:41:01,61.3707,-152.4044,319,9,153,310.0,2,53.36688141678196,9895,37,2.8213166144200628,84000002,USA,1655.3770897149138,11.598746081504702
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-19 23:41:01,33.7298,-111.4312,4933,184,994,4749.0,4,67.77293305949387,52990,631,3.729981755524022,84000004,USA,728.0129176611757,12.791404824650314
Arkansas,US,2020-04-19 23:41:01,34.9697,-92.3731,1781,39,721,1742.0,5,68.79032161503144,24209,291,2.18978102189781,84000005,USA,935.0617046481168,16.339135317237506
California,US,2020-04-19 23:41:01,36.1162,-119.6816,31431,1177,,30254.0,6,80.1634946601028,280900,4731,3.7447106359963094,84000006,USA,716.4240924572199,15.052018707645319
Colorado,US,2020-04-19 23:41:01,39.0598,-105.3111,9730,420,,9310.0,8,171.70144841553798,44606,1797,4.316546762589928,84000008,USA,787.1443790363296,18.468653648509765
Connecticut,US,2020-04-19 23:41:01,41.5978,-72.7554,17962,1127,,16835.0,9,503.8023586880944,58213,1938,6.27435697583788,84000009,USA,1632.77177966318,10.789444382585458
Delaware,US,2020-04-19 23:41:01,39.3185,-75.5071,2538,67,466,2471.0,10,260.6381012237051,14794,249,2.639873916469661,84000010,USA,1519.2592866444024,9.810874704491725
Diamond Princess,US,2020-04-19 23:41:01,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-19 23:41:01,38.8974,-77.0268,2793,96,622,2697.0,11,395.7497637261973,13699,313,3.4371643394199785,84000011,USA,1941.0583649427772,11.206587898317222
Florida,US,2020-04-19 23:41:01,27.7663,-81.6868,26314,774,,25540.0,12,123.93203170632941,256079,3930,2.9414000152010336,84000012,USA,1206.0648608088898,14.935015581059512
Georgia,US,2020-04-19 23:41:01,33.0406,-83.6431,18301,687,,17614.0,13,180.49403943608854,79933,3464,3.7538932298781487,84000013,USA,788.3410772222755,18.927927435659253
Grand Princess,US,2020-04-19 23:41:01,,,103,0,0,103.0,99999,,,,0.0,84099999,USA,,
Guam,US,2020-04-19 23:41:01,13.4443,144.7937,136,5,112,131.0,66,82.81119656089972,1079,6,3.676470588235294,316,GUM,657.0094197736088,4.411764705882353
Hawaii,US,2020-04-19 23:41:01,21.0943,-157.4983,580,10,410,570.0,15,40.9666432638831,23470,51,1.7241379310344827,84000015,USA,1657.7364093160973,8.793103448275861
Idaho,US,2020-04-19 23:41:01,44.2405,-114.4788,1668,44,520,1624.0,16,103.57051270508421,16869,151,2.6378896882494005,84000016,USA,1047.440634785411,9.052757793764988
Illinois,US,2020-04-19 23:41:01,40.3495,-88.9861,30357,1290,,29067.0,17,258.6732924022208,143318,4314,4.249431762031821,84000017,USA,1221.2187937049605,14.210890404190136
