Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Guangxi,China,Empty,23.8298,108.7881,254,2,252,0.0,,0.5156313438895656,Empty,Empty,0.7874015748031497,15607,CHN,Empty,Empty
Guizhou,China,Empty,26.8154,106.8748,147,2,145,0.0,,0.4083333333333333,Empty,Empty,1.3605442176870748,15608,CHN,Empty,Empty
Hainan,China,Empty,19.1959,109.7453,168,6,162,0.0,,1.7987152034261242,Empty,Empty,3.5714285714285716,15609,CHN,Empty,Empty
Hebei,China,Empty,39.549,116.1306,328,6,316,6.0,,0.43409211222869243,Empty,Empty,1.829268292682927,15610,CHN,Empty,Empty
Heilongjiang,China,Empty,47.862,127.7615,898,13,472,413.0,,2.3800689106811554,Empty,Empty,1.447661469933185,15611,CHN,Empty,Empty
Henan,China,Empty,33.882,113.614,1276,22,1254,0.0,,1.3284747527329517,Empty,Empty,1.7241379310344827,15612,CHN,Empty,Empty
Hong Kong,China,Empty,22.3,114.2,1025,4,602,419.0,,13.672157405080547,Empty,Empty,0.3902439024390244,344,HKG,Empty,Empty
Hubei,China,Empty,30.9756,112.2707,68128,4512,63507,109.0,,115.13942876457665,Empty,Empty,6.622827618600282,15613,CHN,Empty,Empty
Hunan,China,Empty,27.6104,111.7088,1019,4,1015,0.0,,1.4770256558921582,Empty,Empty,0.39254170755642787,15614,CHN,Empty,Empty
Inner Mongolia,China,Empty,44.0935,113.9448,193,1,104,88.0,,0.7616416732438832,Empty,Empty,0.5181347150259067,15615,CHN,Empty,Empty
Isle of Man,United Kingdom,Empty,54.2361,-4.5481,298,6,193,99.0,,350.4562988051557,Empty,Empty,2.0134228187919465,833,IMN,Empty,Empty
Jiangsu,China,Empty,32.9711,119.455,653,0,643,10.0,,0.8110793690224817,Empty,Empty,0.0,15616,CHN,Empty,Empty
Jiangxi,China,Empty,27.614,115.7221,937,1,936,0.0,,2.01592082616179,Empty,Empty,0.10672358591248667,15617,CHN,Empty,Empty
Jilin,China,Empty,43.6661,126.1923,104,1,97,6.0,,0.38461538461538464,Empty,Empty,0.9615384615384616,15618,CHN,Empty,Empty
Liaoning,China,Empty,41.2956,122.6085,146,2,142,2.0,,0.3349392062399633,Empty,Empty,1.36986301369863,15619,CHN,Empty,Empty
Macau,China,Empty,22.1667,113.55,45,0,20,25.0,,6.930092308829553,Empty,Empty,0.0,446,MAC,Empty,Empty
Manitoba,Canada,Empty,53.7609,-98.8139,254,5,0,249.0,,18.438973892881176,Empty,Empty,1.968503937007874,12403,CAN,Empty,Empty
Martinique,France,Empty,14.6415,-61.0242,163,12,73,78.0,,43.435971913181355,Empty,Empty,7.361963190184049,474,MTQ,Empty,Empty
Mayotte,France,Empty,-12.8275,45.166244,271,4,117,150.0,,99.33544222599363,Empty,Empty,1.4760147601476015,175,MYT,Empty,Empty
Montserrat,United Kingdom,Empty,16.742498,-62.187366,11,0,2,9.0,,220.04400880176036,Empty,Empty,0.0,500,MSR,Empty,Empty
New Brunswick,Canada,Empty,46.5653,-66.4619,118,0,0,118.0,,15.12834089536701,Empty,Empty,0.0,12404,CAN,Empty,Empty
New Caledonia,France,Empty,-20.904305,165.618042,18,0,15,3.0,,6.304927300685486,Empty,Empty,0.0,540,NCL,Empty,Empty
New South Wales,Australia,Empty,-33.8688,151.2093,2926,26,1379,1521.0,,36.043360433604335,Empty,Empty,0.8885850991114149,3602,AUS,Empty,Empty
Newfoundland and Labrador,Canada,Empty,53.1355,-57.6604,257,3,0,254.0,,49.29368101042456,Empty,Empty,1.1673151750972763,12405,CAN,Empty,Empty
Ningxia,China,Empty,37.2692,106.1655,75,0,75,0.0,,1.0901162790697674,Empty,Empty,0.0,15620,CHN,Empty,Empty
Northern Territory,Australia,Empty,-12.4634,130.8456,28,0,9,19.0,,11.400651465798045,Empty,Empty,0.0,3603,AUS,Empty,Empty
Northwest Territories,Canada,Empty,64.8255,-124.8457,5,0,0,5.0,,11.13486549082487,Empty,Empty,0.0,12406,CAN,Empty,Empty
Nova Scotia,Canada,Empty,44.682,-63.7443,675,9,0,666.0,,69.05674623026896,Empty,Empty,1.3333333333333333,12407,CAN,Empty,Empty
Ontario,Canada,Empty,51.2538,-85.3232,11561,591,0,10970.0,,78.58303390870488,Empty,Empty,5.112014531614912,12408,CAN,Empty,Empty
Prince Edward Island,Canada,Empty,46.5107,-63.4168,26,0,0,26.0,,16.43925694558606,Empty,Empty,0.0,12409,CAN,Empty,Empty
Qinghai,China,Empty,35.7452,95.9956,18,0,18,0.0,,0.29850746268656714,Empty,Empty,0.0,15621,CHN,Empty,Empty
Quebec,Canada,Empty,52.9399,-73.5491,17950,820,0,17130.0,,210.2446169764739,Empty,Empty,4.56824512534819,12410,CAN,Empty,Empty
Queensland,Australia,Empty,-27.4698,153.0251,1015,6,738,271.0,,19.841657706969016,Empty,Empty,0.5911330049261084,3604,AUS,Empty,Empty
Recovered,Canada,Empty,Empty,Empty,0,0,11847,-11847.0,,Empty,Empty,Empty,Empty,12415,CAN,Empty,Empty
Recovered,US,Empty,Empty,Empty,0,0,70337,-70337.0,,Empty,Empty,Empty,Empty,84070001,USA,Empty,Empty
Reunion,France,Empty,-21.1151,55.5364,408,0,237,171.0,,45.57090967577638,Empty,Empty,0.0,638,REU,Empty,Empty
Saint Barthelemy,France,Empty,17.9,-62.8333,6,0,5,1.0,,60.69802731411229,Empty,Empty,0.0,652,BLM,Empty,Empty
Saint Pierre and Miquelon,France,Empty,46.8852,-56.3159,1,0,0,1.0,,17.25625539257981,Empty,Empty,0.0,666,SPM,Empty,Empty
Saskatchewan,Canada,Empty,52.9399,-106.4509,315,4,0,311.0,,26.657278791130487,Empty,Empty,1.2698412698412698,12411,CAN,Empty,Empty
Shaanxi,China,Empty,35.1917,108.8701,256,3,252,1.0,,0.6625258799171843,Empty,Empty,1.171875,15622,CHN,Empty,Empty
Shandong,China,Empty,36.3427,118.1498,787,7,765,15.0,,0.7833184035035334,Empty,Empty,0.8894536213468869,15623,CHN,Empty,Empty
Shanghai,China,Empty,31.202,121.4491,635,7,521,107.0,,2.6196369636963697,Empty,Empty,1.1023622047244095,15624,CHN,Empty,Empty
Shanxi,China,Empty,37.5777,112.2922,197,0,135,62.0,,0.5298547606239914,Empty,Empty,0.0,15625,CHN,Empty,Empty
Sichuan,China,Empty,30.6171,102.7103,561,3,554,4.0,,0.6725812252727491,Empty,Empty,0.5347593582887701,15626,CHN,Empty,Empty
Sint Maarten,Netherlands,Empty,18.0425,-63.0548,67,10,12,45.0,,156.24271256004852,Empty,Empty,14.925373134328359,534,SXM,Empty,Empty
South Australia,Australia,Empty,-34.9285,138.6007,435,4,331,100.0,,24.765157984628523,Empty,Empty,0.9195402298850575,3605,AUS,Empty,Empty
St Martin,France,Empty,18.0708,-63.0501,37,2,19,16.0,,95.70863188390801,Empty,Empty,5.405405405405405,663,MAF,Empty,Empty
Tasmania,Australia,Empty,-42.8821,147.3272,180,7,67,106.0,,33.61344537815126,Empty,Empty,3.888888888888889,3606,AUS,Empty,Empty
Tianjin,China,Empty,39.3054,117.323,189,3,174,12.0,,1.2115384615384615,Empty,Empty,1.5873015873015872,15627,CHN,Empty,Empty
Tibet,China,Empty,31.6927,88.0924,1,0,1,0.0,,0.029069767441860465,Empty,Empty,0.0,15628,CHN,Empty,Empty
Turks and Caicos Islands,United Kingdom,Empty,21.69400000000001,-71.7979,11,1,0,10.0,,28.410558396611396,Empty,Empty,9.090909090909092,796,TCA,Empty,Empty
Victoria,Australia,Empty,-37.8136,144.9631,1319,14,1172,133.0,,19.894719377366176,Empty,Empty,1.061410159211524,3607,AUS,Empty,Empty
Western Australia,Australia,Empty,-31.9505,115.8605,541,7,340,194.0,,20.565650421956967,Empty,Empty,1.2939001848428835,3608,AUS,Empty,Empty
Xinjiang,China,Empty,41.1129,85.2401,76,3,73,0.0,,0.305589063128267,Empty,Empty,3.9473684210526314,15629,CHN,Empty,Empty
Yukon,Canada,Empty,64.2823,-135.0,9,0,0,9.0,,21.90953795218852,Empty,Empty,0.0,12412,CAN,Empty,Empty
Yunnan,China,Empty,24.974,101.487,184,2,178,4.0,,0.38095238095238093,Empty,Empty,1.0869565217391304,15630,CHN,Empty,Empty
Zhejiang,China,Empty,29.1832,120.0934,1268,1,1247,20.0,,2.2102143977688686,Empty,Empty,0.07886435331230283,15631,CHN,Empty,Empty
Grand Princess,Canada,Empty,Empty,Empty,13,0,0,13.0,,Empty,Empty,Empty,0.0,12414,CAN,Empty,Empty
Alabama,US,2020-04-20 23:36:47,32.3182,-86.9023,5079,163,Empty,4916.0,1,108.31971783555919,45900,641,3.2092931679464463,84000001,USA,978.9082592345279,12.620594605237251
American Samoa,US,Empty,-14.270999999999999,-170.132,0,0,Empty,Empty,60,0.0,3,Empty,Empty,16,ASM,5.3917075537822825,Empty
California,US,2020-04-20 23:36:47,36.1162,-119.6816,33686,1225,Empty,32461.0,6,85.91478098438557,290500,4674,3.6365255595796473,84000006,USA,740.9085043033904,13.875200379979814
Colorado,US,2020-04-20 23:36:47,39.0598,-105.3111,9730,420,Empty,9310.0,8,171.70144841553798,46195,1813,4.316546762589928,84000008,USA,815.1848314034714,18.633093525179856
Connecticut,US,2020-04-20 23:36:47,41.5978,-72.7554,19815,1331,Empty,18484.0,9,555.7757341835313,62806,1919,6.717133484733788,84000009,USA,1761.5973132036775,9.684582387080495
Diamond Princess,US,2020-04-20 23:36:47,Empty,Empty,49,0,0,49.0,88888,Empty,Empty,Empty,0.0,84088888,USA,Empty,Empty
Florida,US,2020-04-20 23:36:47,27.7663,-81.6868,27059,822,Empty,26237.0,12,127.44078611923567,266225,4010,3.0378062751764663,84000012,USA,1253.8498571489529,14.819468568683249
Georgia,US,2020-04-20 23:36:47,33.0406,-83.6431,19407,775,Empty,18632.0,13,191.40199023748266,84328,3550,3.993404441696295,84000013,USA,831.6868672513236,18.292368732931415
Grand Princess,US,2020-04-20 23:36:47,Empty,Empty,103,0,0,103.0,99999,Empty,Empty,Empty,0.0,84099999,USA,Empty,Empty
Illinois,US,2020-04-20 23:36:47,40.3495,-88.9861,31513,1349,Empty,30164.0,17,268.52361773136954,148358,4599,4.280773014311554,84000017,USA,1264.1648487732211,14.593977088820488
Indiana,US,2020-04-20 23:36:47,39.8494,-86.2583,11688,577,Empty,11111.0,18,178.60652072725006,64639,Empty,4.936687200547571,84000018,USA,987.7606855996506,Empty
Kansas,US,2020-04-20 23:36:47,38.5266,-96.7265,2048,102,Empty,1946.0,20,83.98647030454937,18761,405,4.98046875,84000020,USA,769.3701998943608,19.775390625
Louisiana,US,2020-04-20 23:36:47,31.1695,-91.8678,24523,1328,Empty,23195.0,22,533.4257360787911,142099,1794,5.415324389348775,84000022,USA,3090.9457925645374,7.315581291032908
Massachusetts,US,2020-04-20 23:36:47,42.2302,-71.5301,38077,1706,Empty,36371.0,25,554.753275604143,162241,3729,4.480394989101032,84000025,USA,2363.729447889586,9.793313548861518
Mississippi,US,2020-04-20 23:36:47,32.7416,-89.6787,4512,169,Empty,4343.0,28,155.84383287406837,51434,819,3.745567375886525,84000028,USA,1776.5229831659647,18.15159574468085
Missouri,US,2020-04-20 23:36:47,38.4561,-92.2884,5890,200,Empty,5690.0,29,100.52127706053258,56013,873,3.395585738539898,84000029,USA,955.9419850579985,14.821731748726656
Nebraska,US,2020-04-20 23:36:47,41.1254,-98.2681,1648,33,Empty,1615.0,31,108.04630256111697,15680,Empty,2.0024271844660193,84000031,USA,1028.0133641737343,Empty
Nevada,US,2020-04-20 23:36:47,38.3135,-117.0554,3830,159,Empty,3671.0,32,126.96004935198994,32347,Empty,4.151436031331593,84000032,USA,1072.265461198125,Empty
New Jersey,US,2020-04-20 23:36:47,40.2989,-74.521,88722,4496,Empty,84226.0,34,998.8752773809161,178057,6986,5.067514258019432,84000034,USA,2004.6520058679223,7.874033497892293
North Carolina,US,2020-04-20 23:36:47,35.6301,-79.8064,6895,218,Empty,6677.0,37,69.52094072570989,79484,373,3.161711385061639,84000037,USA,801.4216755101269,5.409717186366932
Northern Mariana Islands,US,2020-04-20 23:36:47,15.0979,145.6739,14,2,11,12.0,69,25.388074858552155,65,Empty,14.285714285714286,580,MNP,117.87320470042071,Empty
Ohio,US,2020-04-20 23:36:47,40.3888,-82.7649,12919,509,Empty,12410.0,39,115.6180585759979,90436,2653,3.9399334313801377,84000039,USA,809.3532584084641,20.53564517377506
Oregon,US,2020-04-20 23:36:47,44.571999999999996,-122.0709,1957,75,Empty,1882.0,41,48.838628884817204,40045,465,3.832396525293817,84000041,USA,999.3576360206974,23.760858456821666
Pennsylvania,US,2020-04-20 23:36:47,40.5908,-77.2098,33914,1348,Empty,32566.0,42,269.4260820876462,162952,2701,3.974759686265259,84000042,USA,1294.5544296852663,7.964262546440998
Puerto Rico,US,2020-04-20 23:36:47,18.2208,-66.5901,1252,63,Empty,1189.0,72,42.68073176319148,9738,Empty,5.031948881789138,630,PRI,331.9688226117881,Empty
Virgin Islands,US,2020-04-20 23:36:47,18.3358,-64.8963,53,3,48,50.0,78,49.40895700488496,607,Empty,5.660377358490566,850,VIR,565.8723943767013,Empty
Washington,US,2020-04-20 23:36:47,47.4009,-121.4905,12114,643,Empty,11471.0,53,160.46301939371895,138642,403,5.307908205382202,84000053,USA,1836.4630951612994,3.3267294039953774
Wisconsin,US,2020-04-20 23:36:47,44.2685,-89.6165,4499,230,Empty,4269.0,55,86.94440563285343,51102,1211,5.112247166036897,84000055,USA,987.5601281729442,26.917092687263835
Recovered,US,Empty,Empty,Empty,0,0,72329,-72329.0,,Empty,Empty,Empty,Empty,84070001,USA,Empty,Empty
Alabama,US,2020-04-21 23:40:34,32.3182,-86.9023,5317,183,Empty,5134.0,1,113.39553843899749,48526,699,3.4417904833552755,84000001,USA,1034.9129016909521,13.14651119052097
American Samoa,US,2020-04-21 23:40:34,-14.270999999999999,-170.132,0,0,Empty,Empty,60,0.0,3,Empty,Empty,16,ASM,5.3917075537822825,Empty
California,US,2020-04-21 23:40:34,36.1162,-119.6816,35465,1282,Empty,34183.0,6,90.45204855462906,300100,4886,3.6148315240377835,84000006,USA,765.392916149561,13.776963203158044
Colorado,US,2020-04-21 23:40:34,39.0598,-105.3111,10473,483,Empty,9990.0,8,184.81287453812223,47466,1880,4.611859066170152,84000008,USA,837.6136639765597,17.95092141697699
Connecticut,US,2020-04-21 23:40:34,41.5978,-72.7554,20360,1423,Empty,18937.0,9,571.0620210939541,64192,1949,6.989194499017682,84000009,USA,1800.4721639520185,9.572691552062869
Diamond Princess,US,2020-04-21 23:40:34,Empty,Empty,49,0,0,49.0,88888,Empty,Empty,Empty,0.0,84088888,USA,Empty,Empty
Florida,US,2020-04-21 23:40:34,27.7663,-81.6868,27869,867,Empty,27002.0,12,131.25567346749617,277059,4235,3.1109835300871937,84000012,USA,1304.8751528663038,15.196096020668126
Georgia,US,2020-04-21 23:40:34,33.0406,-83.6431,19881,798,Empty,19083.0,13,196.076826295223,88140,3779,4.013882601478799,84000013,USA,869.2828061798176,19.008098184195966
Grand Princess,US,2020-04-21 23:40:34,Empty,Empty,103,0,0,103.0,99999,Empty,Empty,Empty,0.0,84099999,USA,Empty,Empty
Illinois,US,2020-04-21 23:40:34,40.3495,-88.9861,33059,1468,Empty,31591.0,17,281.6971497027051,154997,4776,4.4405456910372365,84000017,USA,1320.7360510744481,14.446897970295533
Indiana,US,2020-04-21 23:40:34,39.8494,-86.2583,12097,635,Empty,11462.0,18,184.8565264576954,67264,Empty,5.249235347606844,84000018,USA,1027.8738030627778,Empty
Kansas,US,2020-04-21 23:40:34,38.5266,-96.7265,2164,109,Empty,2055.0,20,88.743516474143,19101,419,5.036968576709796,84000020,USA,783.3132662535145,19.362292051756008
Louisiana,US,2020-04-21 23:40:34,31.1695,-91.8678,24854,1405,Empty,23449.0,22,540.6256675163021,142430,1798,5.653013599420617,84000022,USA,3098.145724002048,7.2342480083688745
Massachusetts,US,2020-04-21 23:40:34,42.2302,-71.5301,41199,1961,Empty,39238.0,25,600.2384694596499,175372,3872,4.75982426757931,84000025,USA,2555.0382501050444,9.398286366173936
Mississippi,US,2020-04-21 23:40:34,32.7416,-89.6787,4716,183,Empty,4533.0,28,162.8899636157151,52364,858,3.880407124681934,84000028,USA,1808.6450497822952,18.193384223918574
Missouri,US,2020-04-21 23:40:34,38.4561,-92.2884,6066,224,Empty,5842.0,29,103.52496887083034,57120,1001,3.6927134849983516,84000029,USA,974.8345238875418,16.501813386086383
Nebraska,US,2020-04-21 23:40:34,41.1254,-98.2681,1685,33,Empty,1652.0,31,110.47209940259836,16372,Empty,1.9584569732937684,84000031,USA,1073.3823213171158,Empty
Nevada,US,2020-04-21 23:40:34,38.3135,-117.0554,3937,163,Empty,3774.0,32,130.50697501273743,33055,Empty,4.1402082804165605,84000032,USA,1095.73483846737,Empty
New Jersey,US,2020-04-21 23:40:34,40.2989,-74.521,92387,4753,Empty,87634.0,34,1040.1376237166735,184826,7594,5.1446632101919105,84000034,USA,2080.8606886364737,8.219771179927912
North Carolina,US,2020-04-21 23:40:34,35.6301,-79.8064,7134,245,Empty,6889.0,37,71.9307311294002,83331,427,3.43425848051584,84000037,USA,840.2102264850081,5.985421923184749
Northern Mariana Islands,US,2020-04-21 23:40:34,15.0979,145.6739,14,2,11,12.0,69,25.388074858552155,65,Empty,14.285714285714286,580,MNP,117.87320470042071,Empty
Ohio,US,2020-04-21 23:40:34,40.3888,-82.7649,13725,557,Empty,13168.0,39,122.83132238993508,94239,2779,4.058287795992714,84000039,USA,843.3880503245969,20.247723132969035
Oregon,US,2020-04-21 23:40:34,44.571999999999996,-122.0709,2004,78,Empty,1926.0,41,50.01155456575047,41128,471,3.8922155688622753,84000041,USA,1026.3848384132662,23.50299401197605
Pennsylvania,US,2020-04-21 23:40:34,40.5908,-77.2098,35249,1614,Empty,33635.0,42,280.0318442975597,166851,2743,4.57885330080286,84000042,USA,1325.5296108511486,7.781781043433856
Puerto Rico,US,2020-04-21 23:40:34,18.2208,-66.5901,1298,64,Empty,1234.0,72,44.24887366503398,10087,Empty,4.9306625577812015,630,PRI,343.86624704098443,Empty
Virgin Islands,US,2020-04-21 23:40:34,18.3358,-64.8963,53,3,48,50.0,78,49.40895700488496,628,Empty,5.660377358490566,850,VIR,585.4495282842972,Empty
Washington,US,2020-04-21 23:40:34,47.4009,-121.4905,12392,664,Empty,11728.0,53,166.41050954625155,141011,503,5.285361776645706,84000053,USA,1867.8430599081807,4.003820743452997
Wisconsin,US,2020-04-21 23:40:34,44.2685,-89.6165,4625,244,Empty,4381.0,55,89.37939009823229,52461,1252,5.275675675675676,84000055,USA,1013.8231749066734,27.07027027027027
Recovered,US,2020-04-21 23:40:34,Empty,Empty,0,0,75204,-75204.0,,Empty,Empty,Empty,Empty,84070001,USA,Empty,Empty
Alabama,US,2020-04-22 23:40:26,32.3182,-86.9023,5593,196,Empty,5397.0,1,119.28178418079987,48760,730,3.504380475594493,84000001,USA,1039.9034143850888,13.052029322367245
American Samoa,US,2020-04-22 23:40:26,-14.270999999999999,-170.132,0,0,Empty,Empty,60,0.0,3,Empty,Empty,16,ASM,5.3917075537822825,Empty
California,US,2020-04-22 23:40:26,36.1162,-119.6816,37344,1421,Empty,35923.0,6,95.24436208160348,465327,4984,3.8051628106255357,84000006,USA,1186.7976990773968,13.346186803770351
Colorado,US,2020-04-22 23:40:26,39.0598,-105.3111,10891,506,Empty,10385.0,8,192.18915464477124,48704,2003,4.646038013038289,84000008,USA,859.4601586464914,18.391332292718758
Connecticut,US,2020-04-22 23:40:26,41.5978,-72.7554,22469,1544,Empty,20925.0,9,630.2157442023602,69918,1972,6.871689883839958,84000009,USA,1961.0763453264772,8.776536561484713
Diamond Princess,US,2020-04-22 23:40:26,Empty,Empty,49,0,0,49.0,88888,Empty,Empty,Empty,0.0,84088888,USA,Empty,Empty
Florida,US,2020-04-22 23:40:26,27.7663,-81.6868,28309,893,Empty,27416.0,12,133.32795795297102,288627,4469,3.1544738422409835,84000012,USA,1359.3573958844242,15.786498993253028
Georgia,US,2020-04-22 23:40:26,33.0406,-83.6431,21214,848,Empty,20366.0,13,209.22356989220162,94072,3959,3.997360233807863,84000013,USA,927.7872945648719,18.662204204770436
Grand Princess,US,2020-04-22 23:40:26,Empty,Empty,103,0,0,103.0,99999,Empty,Empty,Empty,0.0,84099999,USA,Empty,Empty
Illinois,US,2020-04-22 23:40:26,40.3495,-88.9861,35107,1565,Empty,33542.0,17,299.14824509552216,164346,4665,4.457800438658957,84000017,USA,1400.3992790175373,13.287948272424304
Indiana,US,2020-04-22 23:40:26,39.8494,-86.2583,12438,666,Empty,11772.0,18,190.0674114310007,69470,Empty,5.354558610709117,84000018,USA,1061.5841029194098,Empty
Kansas,US,2020-04-22 23:40:26,38.5266,-96.7265,2331,112,Empty,2219.0,20,95.59202259760967,20203,432,4.804804804804805,84000020,USA,828.5052048646538,18.53281853281853
Louisiana,US,2020-04-22 23:40:26,31.1695,-91.8678,25258,1473,Empty,23785.0,22,549.4134992406356,142834,1747,5.8318156623643995,84000022,USA,3106.9335557263817,6.916620476680656
Massachusetts,US,2020-04-22 23:40:26,42.2302,-71.5301,42944,2182,Empty,40762.0,25,625.6618081136728,180462,3977,5.081035767511177,84000025,USA,2629.1957250328246,9.260897913561848
Mississippi,US,2020-04-22 23:40:26,32.7416,-89.6787,4894,193,Empty,4701.0,28,169.0380580863676,53835,910,3.943604413567634,84000028,USA,1859.4531788066204,18.594196975888842
Missouri,US,2020-04-22 23:40:26,38.4561,-92.2884,6277,238,Empty,6039.0,29,107.12598575703956,58156,1001,3.7916202007328343,84000029,USA,992.5153461345217,15.947108491317508
Nebraska,US,2020-04-22 23:40:26,41.1254,-98.2681,1813,38,Empty,1775.0,31,118.86404523258803,16679,Empty,2.095973524544953,84000031,USA,1093.5098788937316,Empty
Nevada,US,2020-04-22 23:40:26,38.3135,-117.0554,4081,172,Empty,3909.0,32,135.28040767766865,33888,Empty,4.214653271257045,84000032,USA,1123.3478204804792,Empty
New Jersey,US,2020-04-22 23:40:26,40.2989,-74.521,95914,5150,Empty,90764.0,34,1079.84629916721,191659,7210,5.369393414934212,84000034,USA,2157.789914424258,7.517150780907897
North Carolina,US,2020-04-22 23:40:26,35.6301,-79.8064,7495,265,Empty,7230.0,37,75.57062374752657,90336,434,3.535690460306871,84000037,USA,910.8402757647177,5.790527018012008
Northern Mariana Islands,US,2020-04-22 23:40:26,15.0979,145.6739,14,2,11,12.0,69,25.388074858552155,65,Empty,14.285714285714286,580,MNP,117.87320470042071,Empty
Ohio,US,2020-04-22 23:40:26,40.3888,-82.7649,14117,610,Empty,13507.0,39,126.33951024981519,97998,2882,4.3210313806049445,84000039,USA,877.0290660523758,20.415102358858114
Oregon,US,2020-04-22 23:40:26,44.571999999999996,-122.0709,2059,78,Empty,1981.0,41,51.384127171097916,41185,488,3.7882467217095677,84000041,USA,1027.807322749717,23.70082564351627
Pennsylvania,US,2020-04-22 23:40:26,40.5908,-77.2098,36082,1673,Empty,34409.0,42,286.649522140899,171317,2764,4.636660938972341,84000042,USA,1361.009261809556,7.660329250041572
Puerto Rico,US,2020-04-22 23:40:26,18.2208,-66.5901,1252,63,Empty,1189.0,72,42.68073176319148,9757,Empty,5.031948881789138,630,PRI,332.6165333973317,Empty
Virgin Islands,US,2020-04-22 23:40:26,18.3358,-64.8963,54,3,48,51.0,78,50.341201476675245,637,Empty,5.555555555555555,850,VIR,593.8397285304098,Empty
Washington,US,2020-04-22 23:40:26,47.4009,-121.4905,12596,686,Empty,11910.0,53,159.6285163210919,145031,543,5.368849058169446,84000053,USA,1921.0923035900985,4.505850136918098
Wisconsin,US,2020-04-22 23:40:26,44.2685,-89.6165,4845,248,Empty,4597.0,55,93.63095027587794,54347,1302,5.118679050567596,84000055,USA,1050.2706407932174,26.873065015479877
Recovered,US,2020-04-22 23:40:26,Empty,Empty,0,0,77366,-77366.0,,Empty,Empty,Empty,Empty,84070001,USA,Empty,Empty
Alabama,US,2020-04-24 03:33:00,32.3182,-86.9023,5832,202,Empty,5630.0,1,124.37893176156354,52641,768,3.4636488340192044,84000001,USA,1122.6734133848536,13.168724279835391
American Samoa,US,2020-04-24 03:33:00,-14.270999999999999,-170.132,0,0,Empty,Empty,60,0.0,3,Empty,Empty,16,ASM,5.3917075537822825,Empty
California,US,2020-04-24 03:33:00,36.1162,-119.6816,39561,1533,Empty,38028.0,6,100.8987309423285,482097,4929,3.875028437097141,84000006,USA,1229.568906021176,12.45924016076439
Colorado,US,2020-04-24 03:33:00,39.0598,-105.3111,11278,552,Empty,10726.0,8,199.01839005451566,50645,2123,4.8944848377371875,84000008,USA,893.7122153139693,18.82425962050009
Connecticut,US,2020-04-24 03:33:00,41.5978,-72.7554,23100,1639,Empty,21461.0,9,647.9141791390147,71497,1947,7.095238095238095,84000009,USA,2005.3645050174082,8.428571428571429
Diamond Princess,US,2020-04-24 03:33:00,Empty,Empty,49,0,0,49.0,88888,Empty,Empty,Empty,0.0,84088888,USA,Empty,Empty
Florida,US,2020-04-24 03:33:00,27.7663,-81.6868,29648,987,Empty,28661.0,12,139.63429642126832,296708,4693,3.3290609821910415,84000012,USA,1397.4167843551563,15.829060982191042
Georgia,US,2020-04-24 03:33:00,33.0406,-83.6431,21883,881,Empty,21002.0,13,215.82159799901237,101062,4069,4.025956221724626,84000013,USA,996.7263326315491,18.594342640405795
Grand Princess,US,2020-04-24 03:33:00,Empty,Empty,103,3,0,100.0,99999,Empty,Empty,Empty,2.912621359223301,84099999,USA,Empty,Empty
Illinois,US,2020-04-24 03:33:00,40.3495,-88.9861,36937,1688,Empty,35249.0,17,314.7417531857835,173316,4877,4.5699434171697755,84000017,USA,1476.833031787835,13.203562823185424
Indiana,US,2020-04-24 03:33:00,39.8494,-86.2583,13039,706,Empty,12333.0,18,199.25140518160623,72040,Empty,5.414525653807807,84000018,USA,1100.856755064262,Empty
Kansas,US,2020-04-24 03:33:00,38.5266,-96.7265,2721,113,Empty,2608.0,20,111.58553989193304,21318,442,4.152884968761485,84000020,USA,874.2302607189373,16.244027930907755
Louisiana,US,2020-04-24 03:33:00,31.1695,-91.8678,25739,1599,Empty,24140.0,22,559.8762394866862,143315,1727,6.212362562648122,84000022,USA,3117.396295972432,6.709662380045845
Massachusetts,US,2020-04-24 03:33:00,42.2302,-71.5301,46023,2360,Empty,43663.0,25,670.5205242831493,195076,4493,5.127870847185103,84000025,USA,2842.1107227920743,9.762510049323165
Mississippi,US,2020-04-24 03:33:00,32.7416,-89.6787,5153,201,Empty,4952.0,28,177.98388093973279,55389,946,3.90064040364836,84000028,USA,1913.1281159268115,18.35823791965845
Missouri,US,2020-04-24 03:33:00,38.4561,-92.2884,6506,252,Empty,6254.0,29,111.0341983965747,59450,884,3.873347679065478,84000029,USA,1014.5993075125062,13.58745773132493
Nebraska,US,2020-04-24 03:33:00,41.1254,-98.2681,2202,47,Empty,2155.0,31,144.367693106541,17360,Empty,2.1344232515894643,84000031,USA,1138.1576531923486,Empty
Nevada,US,2020-04-24 03:33:00,38.3135,-117.0554,4208,195,Empty,4013.0,32,139.4903100974344,34749,Empty,4.63403041825095,84000032,USA,1151.8889699562137,Empty
New Jersey,US,2020-04-24 03:33:00,40.2989,-74.521,100025,5426,Empty,94599.0,34,1126.1299296682462,200148,7240,5.42464383904024,84000034,USA,2253.363190834693,7.238190452386903
North Carolina,US,2020-04-24 03:33:00,35.6301,-79.8064,7820,281,Empty,7539.0,37,78.84753538434393,96185,486,3.5933503836317136,84000037,USA,969.8146024223939,6.2148337595907925
